Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	10mMDTT_1 Spectral Count	10mMDTT_2 Spectral Count	10mMDTT_3 Spectral Count	10mMDTT_4 Spectral Count	10mMDTT_5 Spectral Count	10mMDTT_6 Spectral Count	20mMDTT_1 Spectral Count	20mMDTT_2 Spectral Count	20mMDTT_3 Spectral Count	20mMDTT_4 Spectral Count	20mMDTT_5 Spectral Count	20mMDTT_6 Spectral Count	20mMTCEP_1 Spectral Count	20mMTCEP_2 Spectral Count	20mMTCEP_3 Spectral Count	20mMTCEP_4 Spectral Count	20mMTCEP_5 Spectral Count	20mMTCEP_6 Spectral Count	45mMTCEP_1 Spectral Count	45mMTCEP_2 Spectral Count	45mMTCEP_3 Spectral Count	45mMTCEP_4 Spectral Count	45mMTCEP_5 Spectral Count	45mMTCEP_6 Spectral Count	InGelv1_1 Spectral Count	InGelv1_2 Spectral Count	InGelv1_3 Spectral Count	InGelv1_4 Spectral Count	MLQC_1 Spectral Count	MLQC_2 Spectral Count	MLQC_3 Spectral Count	10mMDTT_1 Unique Spectral Count	10mMDTT_2 Unique Spectral Count	10mMDTT_3 Unique Spectral Count	10mMDTT_4 Unique Spectral Count	10mMDTT_5 Unique Spectral Count	10mMDTT_6 Unique Spectral Count	20mMDTT_1 Unique Spectral Count	20mMDTT_2 Unique Spectral Count	20mMDTT_3 Unique Spectral Count	20mMDTT_4 Unique Spectral Count	20mMDTT_5 Unique Spectral Count	20mMDTT_6 Unique Spectral Count	20mMTCEP_1 Unique Spectral Count	20mMTCEP_2 Unique Spectral Count	20mMTCEP_3 Unique Spectral Count	20mMTCEP_4 Unique Spectral Count	20mMTCEP_5 Unique Spectral Count	20mMTCEP_6 Unique Spectral Count	45mMTCEP_1 Unique Spectral Count	45mMTCEP_2 Unique Spectral Count	45mMTCEP_3 Unique Spectral Count	45mMTCEP_4 Unique Spectral Count	45mMTCEP_5 Unique Spectral Count	45mMTCEP_6 Unique Spectral Count	InGelv1_1 Unique Spectral Count	InGelv1_2 Unique Spectral Count	InGelv1_3 Unique Spectral Count	InGelv1_4 Unique Spectral Count	MLQC_1 Unique Spectral Count	MLQC_2 Unique Spectral Count	MLQC_3 Unique Spectral Count	10mMDTT_1 Total Spectral Count	10mMDTT_2 Total Spectral Count	10mMDTT_3 Total Spectral Count	10mMDTT_4 Total Spectral Count	10mMDTT_5 Total Spectral Count	10mMDTT_6 Total Spectral Count	20mMDTT_1 Total Spectral Count	20mMDTT_2 Total Spectral Count	20mMDTT_3 Total Spectral Count	20mMDTT_4 Total Spectral Count	20mMDTT_5 Total Spectral Count	20mMDTT_6 Total Spectral Count	20mMTCEP_1 Total Spectral Count	20mMTCEP_2 Total Spectral Count	20mMTCEP_3 Total Spectral Count	20mMTCEP_4 Total Spectral Count	20mMTCEP_5 Total Spectral Count	20mMTCEP_6 Total Spectral Count	45mMTCEP_1 Total Spectral Count	45mMTCEP_2 Total Spectral Count	45mMTCEP_3 Total Spectral Count	45mMTCEP_4 Total Spectral Count	45mMTCEP_5 Total Spectral Count	45mMTCEP_6 Total Spectral Count	InGelv1_1 Total Spectral Count	InGelv1_2 Total Spectral Count	InGelv1_3 Total Spectral Count	InGelv1_4 Total Spectral Count	MLQC_1 Total Spectral Count	MLQC_2 Total Spectral Count	MLQC_3 Total Spectral Count	10mMDTT_1 Intensity	10mMDTT_2 Intensity	10mMDTT_3 Intensity	10mMDTT_4 Intensity	10mMDTT_5 Intensity	10mMDTT_6 Intensity	20mMDTT_1 Intensity	20mMDTT_2 Intensity	20mMDTT_3 Intensity	20mMDTT_4 Intensity	20mMDTT_5 Intensity	20mMDTT_6 Intensity	20mMTCEP_1 Intensity	20mMTCEP_2 Intensity	20mMTCEP_3 Intensity	20mMTCEP_4 Intensity	20mMTCEP_5 Intensity	20mMTCEP_6 Intensity	45mMTCEP_1 Intensity	45mMTCEP_2 Intensity	45mMTCEP_3 Intensity	45mMTCEP_4 Intensity	45mMTCEP_5 Intensity	45mMTCEP_6 Intensity	InGelv1_1 Intensity	InGelv1_2 Intensity	InGelv1_3 Intensity	InGelv1_4 Intensity	MLQC_1 Intensity	MLQC_2 Intensity	MLQC_3 Intensity	10mMDTT_1 MaxLFQ Intensity	10mMDTT_2 MaxLFQ Intensity	10mMDTT_3 MaxLFQ Intensity	10mMDTT_4 MaxLFQ Intensity	10mMDTT_5 MaxLFQ Intensity	10mMDTT_6 MaxLFQ Intensity	20mMDTT_1 MaxLFQ Intensity	20mMDTT_2 MaxLFQ Intensity	20mMDTT_3 MaxLFQ Intensity	20mMDTT_4 MaxLFQ Intensity	20mMDTT_5 MaxLFQ Intensity	20mMDTT_6 MaxLFQ Intensity	20mMTCEP_1 MaxLFQ Intensity	20mMTCEP_2 MaxLFQ Intensity	20mMTCEP_3 MaxLFQ Intensity	20mMTCEP_4 MaxLFQ Intensity	20mMTCEP_5 MaxLFQ Intensity	20mMTCEP_6 MaxLFQ Intensity	45mMTCEP_1 MaxLFQ Intensity	45mMTCEP_2 MaxLFQ Intensity	45mMTCEP_3 MaxLFQ Intensity	45mMTCEP_4 MaxLFQ Intensity	45mMTCEP_5 MaxLFQ Intensity	45mMTCEP_6 MaxLFQ Intensity	InGelv1_1 MaxLFQ Intensity	InGelv1_2 MaxLFQ Intensity	InGelv1_3 MaxLFQ Intensity	InGelv1_4 MaxLFQ Intensity	MLQC_1 MaxLFQ Intensity	MLQC_2 MaxLFQ Intensity	MLQC_3 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q9DBC7|KAP0_MOUSE	Q9DBC7	KAP0_MOUSE	Prkar1a	381	Mus musculus OX=10090	1:Experimental evidence at protein level	cAMP-dependent protein kinase type I-alpha regulatory subunit	1.0	0.999	8	145	139	145	4	3	6	7	4	3	6	5	3	8	5	6	5	3	8	4	3	7	5	4	3	5	1	4	4	3	3	3	6	8	6	4	3	6	6	4	3	5	5	3	7	4	6	5	3	8	4	3	7	5	4	3	4	1	3	4	3	3	3	6	8	6	4	3	6	7	4	3	6	5	3	8	5	6	5	3	8	4	3	7	5	4	3	5	1	4	4	3	3	3	6	8	6	313265.25	33769.223	310033.06	328680.8	370614.94	32162.648	132392.6	146177.38	33792.855	170275.31	275087.8	287217.03	280661.44	420167.3	280147.62	304375.03	139335.73	127574.125	253869.19	207939.84	32883.453	274010.8	0.0	175863.28	168171.44	319890.6	32790.64	30656.799	281730.62	277784.12	29829.758	151916.61	140010.56	125355.68	145151.38	145443.34	0.0	133981.81	160849.19	145433.22	121618.305	139207.16	141933.16	130919.13	169538.08	132099.22	133479.89	153385.97	135638.58	124013.43	139177.77	0.0	139193.45	0.0	134999.44	164414.55	181361.11	153542.3	149978.64	145681.67	154704.89	129344.03	
sp|Q9DBD0|ICA_MOUSE	Q9DBD0	ICA_MOUSE	Ica	700	Mus musculus OX=10090	1:Experimental evidence at protein level	Inhibitor of carbonic anhydrase	1.0	0.999	24	169	169	218	5	5	7	5	5	4	7	5	6	7	4	6	4	5	3	3	3	3	3	7	4	5	5	2	14	9	10	10	6	4	3	5	5	7	5	5	4	7	5	6	7	4	6	4	5	3	3	3	3	3	7	4	5	5	2	14	9	10	10	6	4	3	7	7	9	7	5	6	9	7	7	8	6	8	7	8	5	5	5	4	4	9	5	7	6	4	14	10	12	12	6	5	4	180822.12	185563.12	161097.69	177367.12	160792.0	162099.66	164323.47	172099.67	197055.66	170106.88	173970.6	180949.44	166442.38	179569.52	162420.45	172212.9	166526.97	171075.78	169659.34	172325.44	152760.72	166986.9	174041.11	157859.39	156814.78	149674.16	156045.12	164552.97	0.0	0.0	0.0	97520.71	96007.0	89776.91	96629.695	91161.86	90447.125	91198.31	97558.79	106546.47	94940.56	95011.305	100466.04	93372.29	97046.06	88794.3	95179.914	91064.44	93602.33	93583.555	85929.92	84611.164	91987.34	97505.86	86619.34	92608.125	86384.35	88958.414	96774.88	51320.14	52912.746	58251.94	
sp|Q9DBD5|PELP1_MOUSE	Q9DBD5	PELP1_MOUSE	Pelp1	1123	Mus musculus OX=10090	1:Experimental evidence at protein level	Proline-, glutamic acid- and leucine-rich protein 1	0.9744	0.999	2	2	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	34527.363	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12566.414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9DBE0|CSAD_MOUSE	Q9DBE0	CSAD_MOUSE	Csad	493	Mus musculus OX=10090	1:Experimental evidence at protein level	Cysteine sulfinic acid decarboxylase	1.0	0.999	38	1118	1075	1118	36	36	30	33	35	29	33	33	29	35	35	36	36	29	36	32	27	30	34	32	28	29	31	27	31	32	38	40	72	65	69	35	35	29	32	34	28	32	32	28	34	34	35	35	28	35	31	26	29	33	31	27	28	30	26	30	31	35	36	70	61	65	36	36	30	33	35	29	33	33	29	35	35	36	36	29	36	32	27	30	34	32	28	29	31	27	31	32	38	40	72	65	69	1569989.0	1586092.0	1440570.0	1432258.8	1432277.8	1386063.4	1390210.5	1463520.9	1432374.0	1481243.8	1469077.2	1475767.6	1516295.0	1556258.2	1503642.4	1502846.6	1478043.8	1414194.2	1333845.0	1383335.4	1375000.6	1428685.8	1362856.8	1338502.4	1874110.2	1667691.8	1778165.8	1874720.9	2168309.2	2086898.6	2173703.2	668358.56	670953.3	609458.44	640165.1	624746.2	592634.3	615586.0	633922.75	638310.2	648844.7	647534.7	640806.8	634460.1	661715.7	627730.8	629311.3	645792.94	622051.75	570572.3	588374.4	580170.25	596055.56	569033.75	560042.2	880209.56	807407.56	864505.3	951373.8	947916.2	968679.1	892386.94	
sp|Q9DBE8|ALG2_MOUSE	Q9DBE8	ALG2_MOUSE	Alg2	415	Mus musculus OX=10090	1:Experimental evidence at protein level	Alpha-1,3/1,6-mannosyltransferase ALG2	1.0	0.999	5	73	73	73	2	2	1	3	1	0	2	4	1	1	1	1	5	2	2	1	3	1	3	2	2	2	2	3	2	1	6	4	7	4	2	2	2	1	3	1	0	2	4	1	1	1	1	5	2	2	1	3	1	3	2	2	2	2	3	2	1	6	4	7	4	2	2	2	1	3	1	0	2	4	1	1	1	1	5	2	2	1	3	1	3	2	2	2	2	3	2	1	6	4	7	4	2	57704.293	67321.016	63606.51	63931.297	59451.484	0.0	61061.387	60639.96	58101.414	59452.883	66865.72	62565.242	65515.863	70806.75	58379.44	62628.97	63163.008	71634.87	60524.91	62491.16	62490.938	60008.055	59373.508	61000.008	51380.85	44004.945	50743.566	51093.164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59006.5	0.0	0.0	0.0	0.0	59342.15	61087.652	0.0	0.0	60404.496	0.0	59795.89	0.0	0.0	58299.47	57328.33	58570.406	0.0	0.0	48748.07	55026.88	96439.1	111961.7	0.0	
sp|Q9DBF1|AL7A1_MOUSE	Q9DBF1	AL7A1_MOUSE	Aldh7a1	539	Mus musculus OX=10090	1:Experimental evidence at protein level	Alpha-aminoadipic semialdehyde dehydrogenase	1.0	0.999	52	2831	2831	2852	98	90	85	88	92	84	82	90	94	98	84	84	100	97	107	95	99	89	96	86	99	89	94	100	72	68	68	78	102	110	113	98	90	85	88	92	84	82	90	94	98	84	84	100	97	107	95	99	89	96	86	99	89	94	100	72	68	68	78	102	110	113	99	91	86	88	93	84	83	91	95	98	85	85	100	98	107	96	100	90	96	86	100	89	94	101	73	68	70	78	104	111	113	3009484.2	2819563.5	2766695.0	2955939.5	3101996.5	2914111.0	2872752.2	3084820.5	2746540.5	3022235.0	2802631.0	2832379.5	2721746.2	2792745.0	2674473.2	2831551.2	2842770.8	2798672.0	2791875.5	2859043.0	2994128.8	2785225.5	2811410.5	2725714.0	2752903.2	2784817.0	2902774.8	2933940.0	2484385.2	2563348.0	2681282.8	1126912.5	1110013.2	1106408.9	1165313.6	1161775.8	1141908.4	1153919.8	1194279.8	1110656.9	1189391.9	1132538.5	1107681.6	1123054.9	1146915.6	1160282.6	1194244.0	1162506.9	1159508.9	1107816.5	1139439.4	1162167.0	1150844.5	1136964.2	1110311.2	1202107.8	1136522.2	1167948.0	1136744.0	1125907.6	1188618.0	1179276.2	
sp|Q9DBG1|CP27A_MOUSE	Q9DBG1	CP27A_MOUSE	Cyp27a1	533	Mus musculus OX=10090	1:Experimental evidence at protein level	Sterol 26-hydroxylase, mitochondrial	1.0	0.999	47	1741	1741	1741	55	53	52	50	56	53	56	47	54	54	54	51	57	50	47	53	53	52	54	58	53	55	52	49	63	59	56	66	79	73	77	55	53	52	50	56	53	56	47	54	54	54	51	57	50	47	53	53	52	54	58	53	55	52	49	63	59	56	66	79	73	77	55	53	52	50	56	53	56	47	54	54	54	51	57	50	47	53	53	52	54	58	53	55	52	49	63	59	56	66	79	73	77	1518098.1	1498945.4	1347644.0	1442485.5	1388710.6	1346058.8	1358110.2	1403255.0	1367688.2	1352384.1	1349293.6	1345789.5	1447261.6	1437649.9	1377833.9	1376997.1	1406367.8	1404303.6	1375149.2	1414674.0	1473304.6	1398721.6	1260683.8	1236331.9	1628156.4	1511264.8	1596955.2	1729514.5	1525831.5	1522033.8	1577777.2	683944.44	676570.1	618073.1	648425.2	652881.94	644463.75	623047.94	647094.1	625772.8	651981.9	604662.06	606594.8	675508.3	665626.9	640286.5	636221.5	653919.4	645665.7	619227.3	634816.3	644955.25	650197.44	604868.8	613630.1	603748.5	558401.25	591521.44	619580.0	762700.6	722340.0	741199.56	
sp|Q9DBG3|AP2B1_MOUSE	Q9DBG3	AP2B1_MOUSE	Ap2b1	937	Mus musculus OX=10090	1:Experimental evidence at protein level	AP-2 complex subunit beta	1.0	0.999	47	671	671	1218	25	22	22	27	20	25	27	23	20	21	20	21	20	20	19	22	17	18	23	16	23	22	25	22	19	16	18	22	26	25	25	25	22	22	27	20	25	27	23	20	21	20	21	20	20	19	22	17	18	23	16	23	22	25	22	19	16	18	22	26	25	25	43	37	40	49	40	45	46	40	40	37	38	38	37	36	44	44	33	37	39	33	40	44	47	41	29	30	29	36	42	40	44	295414.5	298951.5	304556.06	282799.25	283913.75	280327.25	266657.7	266984.88	285110.8	274766.38	283215.38	282789.6	315669.47	274053.75	297168.78	287528.62	279129.1	272086.2	270444.6	271264.34	278312.16	287013.34	281618.06	204271.92	280374.97	248197.81	252766.6	256971.52	288132.34	288554.62	287156.25	157095.89	156850.08	161752.14	151184.19	159448.6	160065.2	147670.06	150320.69	159895.6	148107.84	146779.78	153671.77	169833.66	148798.06	163440.77	158240.38	155627.28	152772.72	152023.77	152461.3	156373.47	158453.97	161514.38	181943.56	150226.61	147582.03	146492.5	142610.81	123999.3	122886.6	132679.61	
sp|Q9DBG5|PLIN3_MOUSE	Q9DBG5	PLIN3_MOUSE	Plin3	437	Mus musculus OX=10090	1:Experimental evidence at protein level	Perilipin-3	1.0	0.999	15	170	170	170	3	3	4	4	6	1	4	7	1	5	6	8	5	4	2	4	3	4	3	7	6	2	1	3	7	8	6	6	17	12	18	3	3	4	4	6	1	4	7	1	5	6	8	5	4	2	4	3	4	3	7	6	2	1	3	7	8	6	6	17	12	18	3	3	4	4	6	1	4	7	1	5	6	8	5	4	2	4	3	4	3	7	6	2	1	3	7	8	6	6	17	12	18	61221.375	66033.68	57008.594	65246.156	58483.906	31998.408	34270.72	31323.566	23807.805	66788.45	69316.95	74797.95	59401.086	64742.36	31376.572	54616.18	65494.555	59631.36	65921.25	63291.312	60617.363	68564.55	0.0	0.0	111479.58	115181.56	115986.2	106391.31	74180.39	79168.06	81420.77	35663.855	38684.42	37235.36	38000.906	34290.832	0.0	40677.723	39369.21	0.0	39359.07	40459.312	41878.64	36446.227	39138.53	36050.773	31977.797	38110.594	35032.547	37744.43	37374.87	35254.258	39969.715	0.0	54607.11	56561.234	58094.344	64294.01	58744.906	83627.41	87771.65	89757.96	
sp|Q9DBG6|RPN2_MOUSE	Q9DBG6	RPN2_MOUSE	Rpn2	631	Mus musculus OX=10090	1:Experimental evidence at protein level	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2	1.0	0.999	34	1544	1544	1544	50	48	41	48	53	49	47	49	49	52	49	49	53	58	49	50	53	52	51	55	43	51	43	50	38	34	44	39	70	62	65	50	48	41	48	53	49	47	49	49	52	49	49	53	58	49	50	53	52	51	55	43	51	43	50	38	34	44	39	70	62	65	50	48	41	48	53	49	47	49	49	52	49	49	53	58	49	50	53	52	51	55	43	51	43	50	38	34	44	39	70	62	65	1297484.8	1305335.0	1409741.0	1147632.1	1295793.5	1342807.4	1223474.2	1222037.4	1283126.8	1235610.4	1102327.6	1198944.6	1374469.9	1326795.8	1259357.4	1361741.0	1169715.0	1156164.1	1193804.4	1198185.1	1447332.4	1353617.9	1165337.4	1346945.5	942252.4	990682.6	1073966.1	1032475.4	1168536.8	1117032.0	1083501.5	499203.7	489881.2	495801.6	475797.72	499022.1	502648.8	490488.38	481692.7	491471.7	477671.75	453241.28	481394.53	510384.78	505477.16	508838.2	526661.2	507487.6	497799.12	485264.25	496989.97	494930.88	493924.62	494260.7	496441.12	332703.16	347492.7	371719.94	357618.12	479626.25	503428.8	477874.53	
sp|Q9DBG7|SRPRA_MOUSE	Q9DBG7	SRPRA_MOUSE	Srpra	636	Mus musculus OX=10090	1:Experimental evidence at protein level	Signal recognition particle receptor subunit alpha	1.0	0.999	26	464	464	464	16	17	18	11	14	17	17	16	13	10	13	16	18	19	18	13	12	15	15	13	13	13	15	11	13	12	9	9	16	29	23	16	17	18	11	14	17	17	16	13	10	13	16	18	19	18	13	12	15	15	13	13	13	15	11	13	12	9	9	16	29	23	16	17	18	11	14	17	17	16	13	10	13	16	18	19	18	13	12	15	15	13	13	13	15	11	13	12	9	9	16	29	23	258977.84	247775.19	259099.81	299356.3	260224.8	288828.34	282663.0	265536.66	264561.94	240947.16	278436.06	264568.03	275646.7	327163.97	269319.0	252545.75	254452.16	260163.03	263962.44	271392.12	267223.22	260518.88	257975.86	286403.4	338977.06	311687.5	339771.75	343052.56	63734.918	53823.113	67731.07	152044.88	148422.11	144544.33	151367.06	149754.9	157401.45	155067.47	154917.45	151629.27	140997.42	156388.62	152467.86	153143.84	158446.4	149430.34	145618.94	150485.86	146672.03	144995.72	148659.78	147440.61	149430.28	147535.67	155371.05	185953.94	171444.47	178013.56	185447.1	103639.02	89095.61	116194.89	
sp|Q9DBG9|TX1B3_MOUSE	Q9DBG9	TX1B3_MOUSE	Tax1bp3	124	Mus musculus OX=10090	1:Experimental evidence at protein level	Tax1-binding protein 3	1.0	0.999	2	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37881.94	39514.0	38903.742	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9DBH5|LMAN2_MOUSE	Q9DBH5	LMAN2_MOUSE	Lman2	358	Mus musculus OX=10090	1:Experimental evidence at protein level	Vesicular integral-membrane protein VIP36	1.0	0.999	24	738	737	738	21	22	27	25	27	24	24	23	26	20	22	19	23	17	25	23	24	17	26	28	22	24	26	26	27	22	26	27	28	22	25	21	22	27	25	27	24	24	23	26	20	22	19	22	17	25	23	24	17	26	28	22	24	26	26	27	22	26	27	28	22	25	21	22	27	25	27	24	24	23	26	20	22	19	23	17	25	23	24	17	26	28	22	24	26	26	27	22	26	27	28	22	25	333699.8	309636.34	302562.84	314125.2	325292.5	308028.44	320049.3	353038.75	290989.75	337177.78	275912.0	316752.0	334773.62	347629.8	313344.7	309941.53	324748.84	324255.34	326644.75	326621.78	328063.12	295053.94	322753.47	308047.9	291089.38	322455.34	313447.3	356980.62	393952.8	406162.28	397532.7	165342.89	160041.33	168275.92	170430.94	163563.02	164261.28	164970.62	175472.05	159449.64	171257.1	164933.88	167092.1	172749.89	168273.78	162545.94	167075.27	168523.16	160214.92	159980.45	167376.39	163144.2	157855.56	171887.27	167831.17	153006.62	158886.72	164984.2	168105.58	160146.42	169864.17	166084.22	
sp|Q9DBJ1|PGAM1_MOUSE	Q9DBJ1	PGAM1_MOUSE	Pgam1	254	Mus musculus OX=10090	1:Experimental evidence at protein level	Phosphoglycerate mutase 1	1.0	0.999	31	1571	1259	1571	53	55	43	48	49	49	50	43	51	46	49	48	44	53	39	41	51	40	41	43	47	50	37	34	60	55	55	65	73	79	80	43	46	35	40	39	42	40	37	40	38	37	40	37	42	32	33	40	35	32	33	38	43	31	29	44	41	42	51	54	64	61	53	55	43	48	49	49	50	43	51	46	49	48	44	53	39	41	51	40	41	43	47	50	37	34	60	55	55	65	73	79	80	2041156.5	1915219.0	2005177.0	1864554.5	2250333.2	1893238.4	2119302.0	1886527.1	2324186.0	2438776.0	2091706.9	1986540.2	2511801.2	2513068.0	1968462.0	2001279.5	1842289.0	2145373.0	2088939.6	1959631.9	2047650.4	2184938.2	2094641.6	1971685.8	1905427.8	1651743.5	2185327.5	2145052.2	1791495.4	1586287.4	1873406.8	832279.3	829873.0	795111.2	812031.06	837348.25	858569.56	854721.56	869829.0	891450.25	917349.0	875081.3	888373.4	852180.75	842877.8	840069.56	827376.1	825189.44	814319.3	764439.25	779575.3	840844.3	830495.8	798629.25	752160.4	901431.56	893669.6	979832.56	1030021.0	909339.4	943594.94	910896.7	
sp|Q9DBJ3|BI2L1_MOUSE	Q9DBJ3	BI2L1_MOUSE	Baiap2l1	514	Mus musculus OX=10090	1:Experimental evidence at protein level	Brain-specific angiogenesis inhibitor 1-associated protein 2-like protein 1	1.0	0.999	5	26	26	26	1	0	1	0	1	0	0	1	0	0	0	0	0	2	1	0	1	0	2	1	1	0	0	0	0	2	0	0	7	2	3	1	0	1	0	1	0	0	1	0	0	0	0	0	2	1	0	1	0	2	1	1	0	0	0	0	2	0	0	7	2	3	1	0	1	0	1	0	0	1	0	0	0	0	0	2	1	0	1	0	2	1	1	0	0	0	0	2	0	0	7	2	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43732.727	42779.414	38504.72	
sp|Q9DBK0|ACO12_MOUSE	Q9DBK0	ACO12_MOUSE	Acot12	556	Mus musculus OX=10090	1:Experimental evidence at protein level	Acyl-coenzyme A thioesterase 12	1.0	0.999	19	389	389	389	16	9	11	10	11	13	14	12	15	11	15	13	14	12	17	14	13	15	12	12	12	13	16	10	9	11	9	11	13	13	13	16	9	11	10	11	13	14	12	15	11	15	13	14	12	17	14	13	15	12	12	12	13	16	10	9	11	9	11	13	13	13	16	9	11	10	11	13	14	12	15	11	15	13	14	12	17	14	13	15	12	12	12	13	16	10	9	11	9	11	13	13	13	287207.2	332807.12	252033.12	246690.69	199073.47	343388.8	314044.38	320606.0	149363.0	296263.38	339281.72	273215.7	324223.44	303350.88	353154.25	369471.8	312137.7	324666.03	331666.0	331585.44	291426.44	310952.34	112067.98	273850.62	268674.03	315714.2	238417.44	341238.75	159908.55	158069.8	139500.06	171901.22	172366.56	181618.78	184260.95	175144.84	176992.56	172967.05	174351.72	174603.92	169278.23	176364.61	168973.08	185340.88	185437.77	186094.9	185348.34	176138.0	181271.45	179295.8	173756.62	166538.7	165357.6	172209.2	168492.6	153127.78	163319.34	175634.1	170491.89	113245.37	106278.74	107055.1	
sp|Q9DBL1|ACDSB_MOUSE	Q9DBL1	ACDSB_MOUSE	Acadsb	432	Mus musculus OX=10090	1:Experimental evidence at protein level	Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial	1.0	0.999	25	761	761	761	28	20	21	23	25	27	25	22	26	29	27	27	24	25	24	25	21	22	21	21	27	23	19	19	24	27	25	27	33	31	23	28	20	21	23	25	27	25	22	26	29	27	27	24	25	24	25	21	22	21	21	27	23	19	19	24	27	25	27	33	31	23	28	20	21	23	25	27	25	22	26	29	27	27	24	25	24	25	21	22	21	21	27	23	19	19	24	27	25	27	33	31	23	772201.56	748008.0	770321.9	756207.1	775392.5	799213.3	738923.6	752726.3	742613.0	744361.5	662687.5	680010.56	785035.25	775379.5	749393.7	790642.56	731295.25	732502.4	746070.9	730795.4	806166.44	796827.5	794358.5	783147.94	613810.3	682563.0	655007.9	642774.25	484261.1	526419.7	489171.44	339201.97	339833.72	354142.9	359404.56	354406.7	354258.66	352530.9	352511.12	352785.03	355993.9	316222.7	326966.1	348983.4	329330.25	346861.7	363361.2	348548.78	347170.6	356318.22	352158.8	360187.88	361563.38	358092.25	346742.6	288325.84	299066.94	282285.0	298630.16	138927.92	154515.8	240360.3	
sp|Q9DBL7|COASY_MOUSE	Q9DBL7	COASY_MOUSE	Coasy	563	Mus musculus OX=10090	1:Experimental evidence at protein level	Bifunctional coenzyme A synthase	1.0	0.999	27	977	977	977	37	28	32	31	35	32	35	28	27	22	29	28	31	31	28	34	28	30	34	33	33	36	27	27	34	33	32	35	31	39	37	37	28	32	31	35	32	35	28	27	22	29	28	31	31	28	34	28	30	34	33	33	36	27	27	34	33	32	35	31	39	37	37	28	32	31	35	32	35	28	27	22	29	28	31	31	28	34	28	30	34	33	33	36	27	27	34	33	32	35	31	39	37	600081.3	620859.9	585354.3	565409.44	600563.56	615720.75	571445.4	576310.94	576501.0	586698.25	580315.6	584366.0	635841.25	663214.5	596179.0	592058.9	594317.44	600448.56	592590.44	595952.0	615250.4	610448.6	585290.6	559872.2	640622.7	606866.8	664678.56	647470.25	632220.2	615018.1	624694.4	266142.84	272287.75	277296.12	266479.84	273365.7	278313.97	260562.73	261129.66	269908.94	267070.78	257218.02	248202.4	282823.8	283506.0	276742.62	270059.62	258287.81	264533.5	277460.78	272203.84	279120.6	269570.38	279503.06	271446.34	235983.38	253563.16	261527.88	265900.2	288506.53	272357.75	281551.3	
