Protein	Protein ID	Entry Name	Gene	Length	Organism	Protein Description	Protein Existence	Protein Probability	Top Peptide Probability	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
sp|Q8TC12|RDH11_HUMAN	Q8TC12	RDH11_HUMAN	RDH11	318	Homo sapiens OX=9606	Retinol dehydrogenase 11 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	13809.079	13809.079	13809.079			
sp|Q8TCJ2|STT3B_HUMAN	Q8TCJ2	STT3B_HUMAN	STT3B	826	Homo sapiens OX=9606	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	7	7	7	57842.27	57842.27	57842.27	4M(15.9949)		
sp|Q8TCT9|HM13_HUMAN	Q8TCT9	HM13_HUMAN	HM13	377	Homo sapiens OX=9606	Minor histocompatibility antigen H13 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	6	6	6	64235.33	64235.33	64235.33	5M(15.9949)		
sp|Q8WUM4|PDC6I_HUMAN	Q8WUM4	PDC6I_HUMAN	PDCD6IP	868	Homo sapiens OX=9606	Programmed cell death 6-interacting protein 	1:Experimental evidence at protein level	1.0000	0.9990	13	12	13	25	22	25	153393.2	153393.2	153393.2	2M(15.9949)		
sp|Q8WUY1|THEM6_HUMAN	Q8WUY1	THEM6_HUMAN	THEM6	208	Homo sapiens OX=9606	Protein THEM6 	1:Experimental evidence at protein level	1.0000	0.9986	1	1	1	1	1	1	12997.181	12997.181	12997.181			
sp|Q8WVM8|SCFD1_HUMAN	Q8WVM8	SCFD1_HUMAN	SCFD1	642	Homo sapiens OX=9606	Sec1 family domain-containing protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	12560.933	12560.933	12560.933	10M(15.9949), 2M(15.9949)		
sp|Q8WVV4|POF1B_HUMAN	Q8WVV4	POF1B_HUMAN	POF1B	589	Homo sapiens OX=9606	Protein POF1B 	1:Experimental evidence at protein level	1.0000	0.9990	9	9	9	17	17	17	343529.34	343529.34	343529.34	11M(15.9949), 1M(15.9949), 7C(57.0214),6M(15.9949)		
sp|Q8WW12|PCNP_HUMAN	Q8WW12	PCNP_HUMAN	PCNP	178	Homo sapiens OX=9606	PEST proteolytic signal-containing nuclear protein 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	4	4	4	23466.795	23466.795	23466.795			
sp|Q8WWA0|ITLN1_HUMAN	Q8WWA0	ITLN1_HUMAN	ITLN1	313	Homo sapiens OX=9606	Intelectin-1 	1:Experimental evidence at protein level	1.0000	0.9990	3	2	3	9	8	9	97299.734	43643.875	97299.734	6C(57.0214), 9M(15.9949)		
sp|Q8WWI1|LMO7_HUMAN	Q8WWI1	LMO7_HUMAN	LMO7	1683	Homo sapiens OX=9606	LIM domain only protein 7 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	5	5	5	78857.445	78857.445	78857.445			
sp|Q8WWY3|PRP31_HUMAN	Q8WWY3	PRP31_HUMAN	PRPF31	499	Homo sapiens OX=9606	U4/U6 small nuclear ribonucleoprotein Prp31 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	3	3	3	15129.808	15129.808	15129.808	2M(15.9949),5M(15.9949)		
sp|Q8WX93|PALLD_HUMAN	Q8WX93	PALLD_HUMAN	PALLD	1383	Homo sapiens OX=9606	Palladin 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	4	4	4	86590.48	86590.48	86590.48	2M(15.9949)		
sp|Q92522|H1X_HUMAN	Q92522	H1X_HUMAN	H1-10	213	Homo sapiens OX=9606	Histone H1.10 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	11	11	11	90487.086	90487.086	90487.086			
sp|Q92542|NICA_HUMAN	Q92542	NICA_HUMAN	NCSTN	709	Homo sapiens OX=9606	Nicastrin 	1:Experimental evidence at protein level	1.0000	0.9988	1	1	1	1	1	1	11642.781	11642.781	11642.781			
sp|Q92544|TM9S4_HUMAN	Q92544	TM9S4_HUMAN	TM9SF4	642	Homo sapiens OX=9606	Transmembrane 9 superfamily member 4 	1:Experimental evidence at protein level	1.0000	0.9989	2	2	2	7	7	7	47982.85	47982.85	47982.85			
sp|Q92597|NDRG1_HUMAN	Q92597	NDRG1_HUMAN	NDRG1	394	Homo sapiens OX=9606	Protein NDRG1 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	15	15	15	127959.234	127959.234	127959.234	3M(15.9949),3M(15.9949),14M(15.9949), 6M(15.9949), 9M(15.9949)		
sp|Q92598|HS105_HUMAN	Q92598	HS105_HUMAN	HSPH1	858	Homo sapiens OX=9606	Heat shock protein 105 kDa 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	10	10	10	119487.65	119487.65	119487.65	1M(15.9949)		
sp|Q92616|GCN1_HUMAN	Q92616	GCN1_HUMAN	GCN1	2671	Homo sapiens OX=9606	eIF-2-alpha kinase activator GCN1 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	6	6	6	87106.66	87106.66	87106.66	2M(15.9949),2M(15.9949),N-term(42.0106)		
sp|Q92621|NU205_HUMAN	Q92621	NU205_HUMAN	NUP205	2012	Homo sapiens OX=9606	Nuclear pore complex protein Nup205 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	4	4	4	15850.452	15850.452	15850.452			
sp|Q92688|AN32B_HUMAN	Q92688	AN32B_HUMAN	ANP32B	251	Homo sapiens OX=9606	Acidic leucine-rich nuclear phosphoprotein 32 family member B 	1:Experimental evidence at protein level	1.0000	0.9990	2	1	1	5	4	4	48079.766	31812.635	31812.635	7M(15.9949)		
sp|Q92820|GGH_HUMAN	Q92820	GGH_HUMAN	GGH	318	Homo sapiens OX=9606	Gamma-glutamyl hydrolase 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	5	5	5	36055.125	36055.125	36055.125			
sp|Q92841|DDX17_HUMAN	Q92841	DDX17_HUMAN	DDX17	729	Homo sapiens OX=9606	Probable ATP-dependent RNA helicase DDX17 	1:Experimental evidence at protein level	1.0000	0.9990	12	7	12	28	18	28	260802.38	219006.34	260802.38	2M(15.9949),5C(57.0214),1M(15.9949), 4M(15.9949)		
sp|Q92878|RAD50_HUMAN	Q92878	RAD50_HUMAN	RAD50	1312	Homo sapiens OX=9606	DNA repair protein RAD50 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	7	11	11	11	70102.96	70102.96	70102.96	6M(15.9949)		
sp|Q92896|GSLG1_HUMAN	Q92896	GSLG1_HUMAN	GLG1	1179	Homo sapiens OX=9606	Golgi apparatus protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	2	2	2	7989.5215	7989.5215	7989.5215	1M(15.9949)		
sp|Q92900|RENT1_HUMAN	Q92900	RENT1_HUMAN	UPF1	1129	Homo sapiens OX=9606	Regulator of nonsense transcripts 1 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	5	5	5	65217.426	65217.426	65217.426			
sp|Q92945|FUBP2_HUMAN	Q92945	FUBP2_HUMAN	KHSRP	711	Homo sapiens OX=9606	Far upstream element-binding protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	7	6	7	16	15	16	245237.47	245237.47	245237.47	1M(15.9949), 2M(15.9949)		
sp|Q92947|GCDH_HUMAN	Q92947	GCDH_HUMAN	GCDH	438	Homo sapiens OX=9606	Glutaryl-CoA dehydrogenase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	19689.549	19689.549	19689.549			
sp|Q93008|USP9X_HUMAN	Q93008	USP9X_HUMAN	USP9X	2554	Homo sapiens OX=9606	Probable ubiquitin carboxyl-terminal hydrolase FAF-X 	1:Experimental evidence at protein level	1.0000	0.9989	1	1	1	1	1	1	31480.932	31480.932	31480.932			
sp|Q93009|UBP7_HUMAN	Q93009	UBP7_HUMAN	USP7	1102	Homo sapiens OX=9606	Ubiquitin carboxyl-terminal hydrolase 7 	1:Experimental evidence at protein level	1.0000	0.9985	3	3	3	3	3	3	35807.656	35807.656	35807.656	5M(15.9949), 6M(15.9949)		
sp|Q93052|LPP_HUMAN	Q93052	LPP_HUMAN	LPP	612	Homo sapiens OX=9606	Lipoma-preferred partner 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	9	9	9	109467.695	109467.695	109467.695	4M(15.9949),1M(15.9949)		
sp|Q93077|H2A1C_HUMAN	Q93077	H2A1C_HUMAN	H2AC6	130	Homo sapiens OX=9606	Histone H2A type 1-C 	1:Experimental evidence at protein level	1.0000	0.9990	9	0	2	44	0	6	1.3640013E7	0	95812.52			
sp|Q969X5|ERGI1_HUMAN	Q969X5	ERGI1_HUMAN	ERGIC1	290	Homo sapiens OX=9606	Endoplasmic reticulum-Golgi intermediate compartment protein 1 	1:Experimental evidence at protein level	1.0000	0.9989	1	1	1	1	1	1	20947.926	20947.926	20947.926			
sp|Q969Z0|FAKD4_HUMAN	Q969Z0	FAKD4_HUMAN	TBRG4	631	Homo sapiens OX=9606	FAST kinase domain-containing protein 4 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	8486.598	8486.598	8486.598			
sp|Q96A65|EXOC4_HUMAN	Q96A65	EXOC4_HUMAN	EXOC4	974	Homo sapiens OX=9606	Exocyst complex component 4 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	2	2	2	15308.8545	15308.8545	15308.8545			
sp|Q96AE4|FUBP1_HUMAN	Q96AE4	FUBP1_HUMAN	FUBP1	644	Homo sapiens OX=9606	Far upstream element-binding protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	5	4	4	11	10	10	129916.97	129916.97	129916.97			
sp|Q96C19|EFHD2_HUMAN	Q96C19	EFHD2_HUMAN	EFHD2	240	Homo sapiens OX=9606	EF-hand domain-containing protein D2 	1:Experimental evidence at protein level	1.0000	0.9990	9	8	9	20	16	20	134453.17	131727.38	134453.17	N-term(42.0106)		
sp|Q96C23|GALM_HUMAN	Q96C23	GALM_HUMAN	GALM	342	Homo sapiens OX=9606	Galactose mutarotase 	1:Experimental evidence at protein level	1.0000	0.9989	2	2	2	4	4	4	33631.305	33631.305	33631.305			
sp|Q96CW1|AP2M1_HUMAN	Q96CW1	AP2M1_HUMAN	AP2M1	435	Homo sapiens OX=9606	AP-2 complex subunit mu 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	40045.312	40045.312	40045.312			
sp|Q96CX2|KCD12_HUMAN	Q96CX2	KCD12_HUMAN	KCTD12	325	Homo sapiens OX=9606	BTB/POZ domain-containing protein KCTD12 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	5	5	5	32586.777	32586.777	32586.777	1M(15.9949)		
sp|Q96DG6|CMBL_HUMAN	Q96DG6	CMBL_HUMAN	CMBL	245	Homo sapiens OX=9606	Carboxymethylenebutenolidase homolog 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	21653.105	21653.105	21653.105			
sp|Q96EY7|PTCD3_HUMAN	Q96EY7	PTCD3_HUMAN	PTCD3	689	Homo sapiens OX=9606	Pentatricopeptide repeat domain-containing protein 3, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9953	1	1	1	3	3	3	17291.125	17291.125	17291.125			
sp|Q96G03|PGM2_HUMAN	Q96G03	PGM2_HUMAN	PGM2	612	Homo sapiens OX=9606	Phosphoglucomutase-2 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	3	3	3	44740.074	44740.074	44740.074	1M(15.9949)		
sp|Q96GQ7|DDX27_HUMAN	Q96GQ7	DDX27_HUMAN	DDX27	796	Homo sapiens OX=9606	Probable ATP-dependent RNA helicase DDX27 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	5	5	5	60645.844	60645.844	60645.844			
sp|Q96HC4|PDLI5_HUMAN	Q96HC4	PDLI5_HUMAN	PDLIM5	596	Homo sapiens OX=9606	PDZ and LIM domain protein 5 	1:Experimental evidence at protein level	1.0000	0.9988	2	2	2	2	2	2	25624.154	25624.154	25624.154			
sp|Q96HE7|ERO1A_HUMAN	Q96HE7	ERO1A_HUMAN	ERO1A	468	Homo sapiens OX=9606	ERO1-like protein alpha 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	4	4	4	26722.373	26722.373	26722.373			
sp|Q96HS1|PGAM5_HUMAN	Q96HS1	PGAM5_HUMAN	PGAM5	289	Homo sapiens OX=9606	Serine/threonine-protein phosphatase PGAM5, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9985	1	1	1	1	1	1	41643.47	41643.47	41643.47			
sp|Q96HY6|DDRGK_HUMAN	Q96HY6	DDRGK_HUMAN	DDRGK1	314	Homo sapiens OX=9606	DDRGK domain-containing protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	39127.906	39127.906	39127.906			
sp|Q96I24|FUBP3_HUMAN	Q96I24	FUBP3_HUMAN	FUBP3	572	Homo sapiens OX=9606	Far upstream element-binding protein 3 	1:Experimental evidence at protein level	1.0000	0.9990	2	1	1	4	3	3	37117.6	27280.336	27280.336	1M(15.9949)		
sp|Q96I99|SUCB2_HUMAN	Q96I99	SUCB2_HUMAN	SUCLG2	432	Homo sapiens OX=9606	Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	6	6	6	122980.47	122980.47	122980.47	1M(15.9949),2M(15.9949)		
sp|Q96IU4|ABHEB_HUMAN	Q96IU4	ABHEB_HUMAN	ABHD14B	210	Homo sapiens OX=9606	Protein ABHD14B 	1:Experimental evidence at protein level	1.0000	0.9989	2	2	2	5	5	5	37362.812	37362.812	37362.812			
sp|Q96K37|S35E1_HUMAN	Q96K37	S35E1_HUMAN	SLC35E1	410	Homo sapiens OX=9606	Solute carrier family 35 member E1 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	2	2	2	6811.8765	6811.8765	6811.8765	N-term(42.0106)		
sp|Q96KP4|CNDP2_HUMAN	Q96KP4	CNDP2_HUMAN	CNDP2	475	Homo sapiens OX=9606	Cytosolic non-specific dipeptidase 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	5	5	5	190124.62	190124.62	190124.62			
sp|Q96P63|SPB12_HUMAN	Q96P63	SPB12_HUMAN	SERPINB12	405	Homo sapiens OX=9606	Serpin B12 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	4	4	4	45073.414	45073.414	45073.414			
sp|Q96PK6|RBM14_HUMAN	Q96PK6	RBM14_HUMAN	RBM14	669	Homo sapiens OX=9606	RNA-binding protein 14 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	12	12	12	150180.69	150180.69	150180.69	4M(15.9949)		
sp|Q96PZ0|PUS7_HUMAN	Q96PZ0	PUS7_HUMAN	PUS7	661	Homo sapiens OX=9606	Pseudouridylate synthase 7 homolog 	1:Experimental evidence at protein level	1.0000	0.9978	1	1	1	2	2	2	9423.248	9423.248	9423.248			
sp|Q96QK1|VPS35_HUMAN	Q96QK1	VPS35_HUMAN	VPS35	796	Homo sapiens OX=9606	Vacuolar protein sorting-associated protein 35 	1:Experimental evidence at protein level	1.0000	0.9987	5	5	5	8	8	8	245330.12	245330.12	245330.12	5M(15.9949)		
sp|Q96SB4|SRPK1_HUMAN	Q96SB4	SRPK1_HUMAN	SRPK1	655	Homo sapiens OX=9606	SRSF protein kinase 1 	1:Experimental evidence at protein level	1.0000	0.9989	1	0	1	2	0	2	15805.785	0	15805.785			
sp|Q96SQ9|CP2S1_HUMAN	Q96SQ9	CP2S1_HUMAN	CYP2S1	504	Homo sapiens OX=9606	Cytochrome P450 2S1 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	2	2	2	36816.758	36816.758	36816.758			
sp|Q96TA1|NIBA2_HUMAN	Q96TA1	NIBA2_HUMAN	NIBAN2	746	Homo sapiens OX=9606	Protein Niban 2 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	4	4	4	97437.09	97437.09	97437.09	8M(15.9949)		
sp|Q99426|TBCB_HUMAN	Q99426	TBCB_HUMAN	TBCB	244	Homo sapiens OX=9606	Tubulin-folding cofactor B 	1:Experimental evidence at protein level	1.0000	0.9989	1	1	1	1	1	1	0	0	0			
sp|Q99439|CNN2_HUMAN	Q99439	CNN2_HUMAN	CNN2	309	Homo sapiens OX=9606	Calponin-2 	1:Experimental evidence at protein level	1.0000	0.9990	2	1	1	5	2	2	36502.65	16065.469	16065.469			
sp|Q99459|CDC5L_HUMAN	Q99459	CDC5L_HUMAN	CDC5L	802	Homo sapiens OX=9606	Cell division cycle 5-like protein 	1:Experimental evidence at protein level	1.0000	0.9970	1	1	1	1	1	1	19698.121	19698.121	19698.121			
sp|Q99460|PSMD1_HUMAN	Q99460	PSMD1_HUMAN	PSMD1	953	Homo sapiens OX=9606	26S proteasome non-ATPase regulatory subunit 1 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	12	12	12	64126.383	64126.383	64126.383			
sp|Q99497|PARK7_HUMAN	Q99497	PARK7_HUMAN	PARK7	189	Homo sapiens OX=9606	Parkinson disease protein 7 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	8	8	8	73354.42	73354.42	73354.42	14M(15.9949), 5M(15.9949)		
sp|Q99536|VAT1_HUMAN	Q99536	VAT1_HUMAN	VAT1	393	Homo sapiens OX=9606	Synaptic vesicle membrane protein VAT-1 homolog 	1:Experimental evidence at protein level	1.0000	0.9977	2	2	2	2	2	2	46686.46	46686.46	46686.46			
sp|Q99623|PHB2_HUMAN	Q99623	PHB2_HUMAN	PHB2	299	Homo sapiens OX=9606	Prohibitin-2 	1:Experimental evidence at protein level	1.0000	0.9990	9	9	9	13	13	13	255154.31	255154.31	255154.31	4M(15.9949),13M(15.9949)		
sp|Q99714|HCD2_HUMAN	Q99714	HCD2_HUMAN	HSD17B10	261	Homo sapiens OX=9606	3-hydroxyacyl-CoA dehydrogenase type-2 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	16	16	16	190114.39	190114.39	190114.39	6M(15.9949),6M(15.9949)		
sp|Q99715|COCA1_HUMAN	Q99715	COCA1_HUMAN	COL12A1	3063	Homo sapiens OX=9606	Collagen alpha-1(XII) chain 	1:Experimental evidence at protein level	1.0000	0.9990	13	13	13	27	27	27	120363.305	120363.305	120363.305	6M(15.9949),11M(15.9949), 2M(15.9949)		
sp|Q99729|ROAA_HUMAN	Q99729	ROAA_HUMAN	HNRNPAB	332	Homo sapiens OX=9606	Heterogeneous nuclear ribonucleoprotein A/B 	1:Experimental evidence at protein level	1.0000	0.9990	2	1	1	5	3	3	97846.73	59176.066	59176.066			
sp|Q99733|NP1L4_HUMAN	Q99733	NP1L4_HUMAN	NAP1L4	375	Homo sapiens OX=9606	Nucleosome assembly protein 1-like 4 	1:Experimental evidence at protein level	1.0000	0.9990	2	1	2	7	5	7	87286.016	31316.625	87286.016	6M(15.9949)		
sp|Q99795|GPA33_HUMAN	Q99795	GPA33_HUMAN	GPA33	319	Homo sapiens OX=9606	Cell surface A33 antigen 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	6	6	6	44377.484	44377.484	44377.484	6C(57.0214)		
sp|Q99798|ACON_HUMAN	Q99798	ACON_HUMAN	ACO2	780	Homo sapiens OX=9606	Aconitate hydratase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	7	7	7	95854.97	95854.97	95854.97			
sp|Q99805|TM9S2_HUMAN	Q99805	TM9S2_HUMAN	TM9SF2	663	Homo sapiens OX=9606	Transmembrane 9 superfamily member 2 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	7	7	7	50226.906	50226.906	50226.906	11M(15.9949),11M(15.9949),3C(57.0214)		
sp|Q99829|CPNE1_HUMAN	Q99829	CPNE1_HUMAN	CPNE1	537	Homo sapiens OX=9606	Copine-1 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	5	5	5	92147.266	92147.266	92147.266	4M(15.9949)		
sp|Q99832|TCPH_HUMAN	Q99832	TCPH_HUMAN	CCT7	543	Homo sapiens OX=9606	T-complex protein 1 subunit eta 	1:Experimental evidence at protein level	1.0000	0.9990	12	12	12	27	27	27	396381.06	396381.06	396381.06	7M(15.9949),2C(57.0214),7M(15.9949),7C(57.0214),9M(15.9949),7M(15.9949),7M(15.9949)		
sp|Q99873|ANM1_HUMAN	Q99873	ANM1_HUMAN	PRMT1	371	Homo sapiens OX=9606	Protein arginine N-methyltransferase 1 	1:Experimental evidence at protein level	1.0000	0.9990	2	1	2	2	1	2	36954.566	13195.02	36954.566			
sp|Q99959|PKP2_HUMAN	Q99959	PKP2_HUMAN	PKP2	881	Homo sapiens OX=9606	Plakophilin-2 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	10	10	10	112627.78	112627.78	112627.78	10M(15.9949), 4M(15.9949),2M(15.9949)		
sp|Q9BQE5|APOL2_HUMAN	Q9BQE5	APOL2_HUMAN	APOL2	337	Homo sapiens OX=9606	Apolipoprotein L2 	1:Experimental evidence at protein level	1.0000	0.9989	1	1	1	1	1	1	12254.18	12254.18	12254.18			
sp|Q9BQG0|MBB1A_HUMAN	Q9BQG0	MBB1A_HUMAN	MYBBP1A	1328	Homo sapiens OX=9606	Myb-binding protein 1A 	1:Experimental evidence at protein level	1.0000	0.9989	1	1	1	4	4	4	26997.219	26997.219	26997.219			
sp|Q9BQL6|FERM1_HUMAN	Q9BQL6	FERM1_HUMAN	FERMT1	677	Homo sapiens OX=9606	Fermitin family homolog 1 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	4	4	4	88589.89	88589.89	88589.89	11M(15.9949),11M(15.9949)		
sp|Q9BR76|COR1B_HUMAN	Q9BR76	COR1B_HUMAN	CORO1B	489	Homo sapiens OX=9606	Coronin-1B 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	3	3	3	14857.547	14857.547	14857.547			
sp|Q9BRF8|CPPED_HUMAN	Q9BRF8	CPPED_HUMAN	CPPED1	314	Homo sapiens OX=9606	Serine/threonine-protein phosphatase CPPED1 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	3	3	3	62951.125	62951.125	62951.125	N-term(42.0106)		
sp|Q9BS26|ERP44_HUMAN	Q9BS26	ERP44_HUMAN	ERP44	406	Homo sapiens OX=9606	Endoplasmic reticulum resident protein 44 	1:Experimental evidence at protein level	1.0000	0.9989	1	1	1	1	1	1	21071.293	21071.293	21071.293			
sp|Q9BSJ8|ESYT1_HUMAN	Q9BSJ8	ESYT1_HUMAN	ESYT1	1104	Homo sapiens OX=9606	Extended synaptotagmin-1 	1:Experimental evidence at protein level	1.0000	0.9987	2	2	2	4	4	4	43589.324	43589.324	43589.324			
sp|Q9BUJ2|HNRL1_HUMAN	Q9BUJ2	HNRL1_HUMAN	HNRNPUL1	856	Homo sapiens OX=9606	Heterogeneous nuclear ribonucleoprotein U-like protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	6	6	6	60718.324	60718.324	60718.324	15M(15.9949), 5M(15.9949)		
sp|Q9BUP3|HTAI2_HUMAN	Q9BUP3	HTAI2_HUMAN	HTATIP2	242	Homo sapiens OX=9606	Oxidoreductase HTATIP2 	1:Experimental evidence at protein level	1.0000	0.9911	3	3	3	3	3	3	69900.55	69900.55	69900.55			
sp|Q9BUQ8|DDX23_HUMAN	Q9BUQ8	DDX23_HUMAN	DDX23	820	Homo sapiens OX=9606	Probable ATP-dependent RNA helicase DDX23 	1:Experimental evidence at protein level	1.0000	0.9973	2	2	2	4	4	4	32450.941	32450.941	32450.941			
sp|Q9BUT1|BDH2_HUMAN	Q9BUT1	BDH2_HUMAN	BDH2	245	Homo sapiens OX=9606	3-hydroxybutyrate dehydrogenase type 2 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	2	2	2	11499.866	11499.866	11499.866	7M(15.9949)		
sp|Q9BVP2|GNL3_HUMAN	Q9BVP2	GNL3_HUMAN	GNL3	549	Homo sapiens OX=9606	Guanine nucleotide-binding protein-like 3 	1:Experimental evidence at protein level	1.0000	0.9988	1	1	1	1	1	1	9510.318	9510.318	9510.318			
sp|Q9BWE0|REPI1_HUMAN	Q9BWE0	REPI1_HUMAN	REPIN1	567	Homo sapiens OX=9606	Replication initiator 1 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	3	3	3	34673.094	34673.094	34673.094			
sp|Q9BXJ9|NAA15_HUMAN	Q9BXJ9	NAA15_HUMAN	NAA15	866	Homo sapiens OX=9606	N-alpha-acetyltransferase 15, NatA auxiliary subunit 	1:Experimental evidence at protein level	1.0000	0.9990	4	2	4	5	2	5	38123.555	25403.383	38123.555	9M(15.9949),10M(15.9949)		
sp|Q9BXP5|SRRT_HUMAN	Q9BXP5	SRRT_HUMAN	SRRT	876	Homo sapiens OX=9606	Serrate RNA effector molecule homolog 	1:Experimental evidence at protein level	1.0000	0.9987	3	3	3	4	4	4	59732.098	59732.098	59732.098			
sp|Q9BZZ5|API5_HUMAN	Q9BZZ5	API5_HUMAN	API5	524	Homo sapiens OX=9606	Apoptosis inhibitor 5 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	4	4	4	86854.29	86854.29	86854.29			
sp|Q9C075|K1C23_HUMAN	Q9C075	K1C23_HUMAN	KRT23	422	Homo sapiens OX=9606	Keratin, type I cytoskeletal 23 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	16331.489	16331.489	16331.489	6M(15.9949)		
sp|Q9H0A0|NAT10_HUMAN	Q9H0A0	NAT10_HUMAN	NAT10	1025	Homo sapiens OX=9606	RNA cytidine acetyltransferase 	1:Experimental evidence at protein level	1.0000	0.9990	9	9	9	12	12	12	61723.395	61723.395	61723.395	10M(15.9949),7M(15.9949)		
sp|Q9H0C8|ILKAP_HUMAN	Q9H0C8	ILKAP_HUMAN	ILKAP	392	Homo sapiens OX=9606	Integrin-linked kinase-associated serine/threonine phosphatase 2C 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	23221.102	23221.102	23221.102			
sp|Q9H0D6|XRN2_HUMAN	Q9H0D6	XRN2_HUMAN	XRN2	950	Homo sapiens OX=9606	5'-3' exoribonuclease 2 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	8980.771	8980.771	8980.771			
sp|Q9H0U3|MAGT1_HUMAN	Q9H0U3	MAGT1_HUMAN	MAGT1	335	Homo sapiens OX=9606	Magnesium transporter protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	112227.58	112227.58	112227.58			
sp|Q9H0U4|RAB1B_HUMAN	Q9H0U4	RAB1B_HUMAN	RAB1B	201	Homo sapiens OX=9606	Ras-related protein Rab-1B 	1:Experimental evidence at protein level	1.0000	0.9990	3	0	2	16	0	9	204556.9	0	82431.47	1M(15.9949),1M(15.9949)		
sp|Q9H223|EHD4_HUMAN	Q9H223	EHD4_HUMAN	EHD4	541	Homo sapiens OX=9606	EH domain-containing protein 4 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	96027.945	96027.945	96027.945	10M(15.9949)		
sp|Q9H2D6|TARA_HUMAN	Q9H2D6	TARA_HUMAN	TRIOBP	2365	Homo sapiens OX=9606	TRIO and F-actin-binding protein 	1:Experimental evidence at protein level	1.0000	0.9974	1	1	1	1	1	1	9827.517	9827.517	9827.517			
