Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	InGel_1500um_1 Spectral Count	InGel_1500um_2 Spectral Count	InGel_1500um_3 Spectral Count	InGel_1mm_1 Spectral Count	InGel_1mm_2 Spectral Count	InGel_1mm_3 Spectral Count	InGel_2mm_1 Spectral Count	InGel_2mm_2 Spectral Count	InGel_2mm_3 Spectral Count	InGel_3mm_1 Spectral Count	InGel_3mm_2 Spectral Count	InGel_3mm_3 Spectral Count	InTip_1500um_1 Spectral Count	InTip_1500um_2 Spectral Count	InTip_1500um_3 Spectral Count	InTip_1mm_1 Spectral Count	InTip_1mm_2 Spectral Count	InTip_1mm_3 Spectral Count	InTip_2mm_1 Spectral Count	InTip_2mm_2 Spectral Count	InTip_2mm_3 Spectral Count	InTip_350um_1 Spectral Count	InTip_350um_2 Spectral Count	InTip_350um_3 Spectral Count	InTip_3mm_1 Spectral Count	InTip_3mm_2 Spectral Count	InTip_3mm_3 Spectral Count	InTip_500um_1 Spectral Count	InTip_500um_2 Spectral Count	InTip_500um_3 Spectral Count	InTip_750um_1 Spectral Count	InTip_750um_2 Spectral Count	InTip_750um_3 Spectral Count	InGel_1500um_1 Unique Spectral Count	InGel_1500um_2 Unique Spectral Count	InGel_1500um_3 Unique Spectral Count	InGel_1mm_1 Unique Spectral Count	InGel_1mm_2 Unique Spectral Count	InGel_1mm_3 Unique Spectral Count	InGel_2mm_1 Unique Spectral Count	InGel_2mm_2 Unique Spectral Count	InGel_2mm_3 Unique Spectral Count	InGel_3mm_1 Unique Spectral Count	InGel_3mm_2 Unique Spectral Count	InGel_3mm_3 Unique Spectral Count	InTip_1500um_1 Unique Spectral Count	InTip_1500um_2 Unique Spectral Count	InTip_1500um_3 Unique Spectral Count	InTip_1mm_1 Unique Spectral Count	InTip_1mm_2 Unique Spectral Count	InTip_1mm_3 Unique Spectral Count	InTip_2mm_1 Unique Spectral Count	InTip_2mm_2 Unique Spectral Count	InTip_2mm_3 Unique Spectral Count	InTip_350um_1 Unique Spectral Count	InTip_350um_2 Unique Spectral Count	InTip_350um_3 Unique Spectral Count	InTip_3mm_1 Unique Spectral Count	InTip_3mm_2 Unique Spectral Count	InTip_3mm_3 Unique Spectral Count	InTip_500um_1 Unique Spectral Count	InTip_500um_2 Unique Spectral Count	InTip_500um_3 Unique Spectral Count	InTip_750um_1 Unique Spectral Count	InTip_750um_2 Unique Spectral Count	InTip_750um_3 Unique Spectral Count	InGel_1500um_1 Total Spectral Count	InGel_1500um_2 Total Spectral Count	InGel_1500um_3 Total Spectral Count	InGel_1mm_1 Total Spectral Count	InGel_1mm_2 Total Spectral Count	InGel_1mm_3 Total Spectral Count	InGel_2mm_1 Total Spectral Count	InGel_2mm_2 Total Spectral Count	InGel_2mm_3 Total Spectral Count	InGel_3mm_1 Total Spectral Count	InGel_3mm_2 Total Spectral Count	InGel_3mm_3 Total Spectral Count	InTip_1500um_1 Total Spectral Count	InTip_1500um_2 Total Spectral Count	InTip_1500um_3 Total Spectral Count	InTip_1mm_1 Total Spectral Count	InTip_1mm_2 Total Spectral Count	InTip_1mm_3 Total Spectral Count	InTip_2mm_1 Total Spectral Count	InTip_2mm_2 Total Spectral Count	InTip_2mm_3 Total Spectral Count	InTip_350um_1 Total Spectral Count	InTip_350um_2 Total Spectral Count	InTip_350um_3 Total Spectral Count	InTip_3mm_1 Total Spectral Count	InTip_3mm_2 Total Spectral Count	InTip_3mm_3 Total Spectral Count	InTip_500um_1 Total Spectral Count	InTip_500um_2 Total Spectral Count	InTip_500um_3 Total Spectral Count	InTip_750um_1 Total Spectral Count	InTip_750um_2 Total Spectral Count	InTip_750um_3 Total Spectral Count	InGel_1500um_1 Intensity	InGel_1500um_2 Intensity	InGel_1500um_3 Intensity	InGel_1mm_1 Intensity	InGel_1mm_2 Intensity	InGel_1mm_3 Intensity	InGel_2mm_1 Intensity	InGel_2mm_2 Intensity	InGel_2mm_3 Intensity	InGel_3mm_1 Intensity	InGel_3mm_2 Intensity	InGel_3mm_3 Intensity	InTip_1500um_1 Intensity	InTip_1500um_2 Intensity	InTip_1500um_3 Intensity	InTip_1mm_1 Intensity	InTip_1mm_2 Intensity	InTip_1mm_3 Intensity	InTip_2mm_1 Intensity	InTip_2mm_2 Intensity	InTip_2mm_3 Intensity	InTip_350um_1 Intensity	InTip_350um_2 Intensity	InTip_350um_3 Intensity	InTip_3mm_1 Intensity	InTip_3mm_2 Intensity	InTip_3mm_3 Intensity	InTip_500um_1 Intensity	InTip_500um_2 Intensity	InTip_500um_3 Intensity	InTip_750um_1 Intensity	InTip_750um_2 Intensity	InTip_750um_3 Intensity	InGel_1500um_1 MaxLFQ Intensity	InGel_1500um_2 MaxLFQ Intensity	InGel_1500um_3 MaxLFQ Intensity	InGel_1mm_1 MaxLFQ Intensity	InGel_1mm_2 MaxLFQ Intensity	InGel_1mm_3 MaxLFQ Intensity	InGel_2mm_1 MaxLFQ Intensity	InGel_2mm_2 MaxLFQ Intensity	InGel_2mm_3 MaxLFQ Intensity	InGel_3mm_1 MaxLFQ Intensity	InGel_3mm_2 MaxLFQ Intensity	InGel_3mm_3 MaxLFQ Intensity	InTip_1500um_1 MaxLFQ Intensity	InTip_1500um_2 MaxLFQ Intensity	InTip_1500um_3 MaxLFQ Intensity	InTip_1mm_1 MaxLFQ Intensity	InTip_1mm_2 MaxLFQ Intensity	InTip_1mm_3 MaxLFQ Intensity	InTip_2mm_1 MaxLFQ Intensity	InTip_2mm_2 MaxLFQ Intensity	InTip_2mm_3 MaxLFQ Intensity	InTip_350um_1 MaxLFQ Intensity	InTip_350um_2 MaxLFQ Intensity	InTip_350um_3 MaxLFQ Intensity	InTip_3mm_1 MaxLFQ Intensity	InTip_3mm_2 MaxLFQ Intensity	InTip_3mm_3 MaxLFQ Intensity	InTip_500um_1 MaxLFQ Intensity	InTip_500um_2 MaxLFQ Intensity	InTip_500um_3 MaxLFQ Intensity	InTip_750um_1 MaxLFQ Intensity	InTip_750um_2 MaxLFQ Intensity	InTip_750um_3 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q9D1G2|PMVK_MOUSE	Q9D1G2	PMVK_MOUSE	Pmvk	192	Mus musculus OX=10090	1:Experimental evidence at protein level	Phosphomevalonate kinase	1.0	0.999	9	72	72	72	0	0	0	0	0	0	5	4	6	5	4	3	1	4	1	1	1	2	5	6	7	0	0	0	4	3	6	0	0	0	1	1	2	0	0	0	0	0	0	5	4	6	5	4	3	1	4	1	1	1	2	5	6	7	0	0	0	4	3	6	0	0	0	1	1	2	0	0	0	0	0	0	5	4	6	5	4	3	1	4	1	1	1	2	5	6	7	0	0	0	4	3	6	0	0	0	1	1	2	0.0	0.0	0.0	0.0	0.0	0.0	51339.285	44750.938	39238.676	0.0	0.0	56394.105	0.0	68722.87	73269.85	87076.875	0.0	74829.45	34257.15	38783.625	36118.703	0.0	0.0	0.0	0.0	14350.911	15288.665	0.0	0.0	0.0	77056.445	70154.32	77419.94	0.0	0.0	0.0	0.0	0.0	0.0	80020.53	74397.93	65114.594	48363.957	45772.465	96922.85	0.0	99849.85	0.0	0.0	0.0	0.0	56850.465	58170.723	58577.55	0.0	0.0	0.0	34704.41	33612.203	33879.555	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9D1H6|NDUF4_MOUSE	Q9D1H6	NDUF4_MOUSE	Ndufaf4	173	Mus musculus OX=10090	1:Experimental evidence at protein level	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 4	0.9999	0.999	4	20	20	20	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0	2	4	2	0	0	0	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0	2	4	2	0	0	0	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0	2	4	2	0	0	0	2	3	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25907.316	25687.38	0.0	0.0	0.0	0.0	41608.992	46535.254	43073.91	0.0	0.0	0.0	51183.21	45833.734	46535.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9D1H7|GET4_MOUSE	Q9D1H7	GET4_MOUSE	Get4	327	Mus musculus OX=10090	1:Experimental evidence at protein level	Golgi to ER traffic protein 4 homolog	0.9397	0.999	1	18	18	18	0	0	0	0	0	0	2	5	5	0	1	1	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	5	0	1	1	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	5	0	1	1	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	52805.688	59378.6	57284.766	0.0	50602.59	38258.492	0.0	0.0	0.0	0.0	0.0	0.0	33183.926	30421.553	43749.305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9D1H8|RM53_MOUSE	Q9D1H8	RM53_MOUSE	Mrpl53	118	Mus musculus OX=10090	1:Experimental evidence at protein level	39S ribosomal protein L53, mitochondrial	1.0	0.999	4	22	22	22	0	0	0	0	0	0	1	0	1	0	1	1	1	0	2	0	0	0	2	4	4	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	0	2	0	0	0	2	4	4	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	0	2	0	0	0	2	4	4	0	0	0	2	2	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25666.375	0.0	0.0	0.0	47266.168	46086.355	48302.01	0.0	0.0	0.0	47066.848	46258.65	46213.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39211.676	0.0	0.0	0.0	0.0	49368.754	0.0	0.0	0.0	0.0	0.0	59176.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9D1I5|MCEE_MOUSE	Q9D1I5	MCEE_MOUSE	Mcee	178	Mus musculus OX=10090	1:Experimental evidence at protein level	Methylmalonyl-CoA epimerase, mitochondrial	1.0	0.999	6	70	70	70	0	0	0	0	0	0	0	1	2	5	5	7	1	2	1	0	0	0	5	7	9	0	0	0	8	10	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	5	5	7	1	2	1	0	0	0	5	7	9	0	0	0	8	10	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	5	5	7	1	2	1	0	0	0	5	7	9	0	0	0	8	10	7	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	77756.19	82121.305	82338.78	84576.086	132950.44	63835.21	0.0	0.0	0.0	194211.44	232531.17	211120.12	0.0	0.0	0.0	251904.9	261998.6	232682.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	64978.414	68336.01	67547.77	0.0	77327.15	0.0	0.0	0.0	0.0	80982.09	92896.96	116059.71	0.0	0.0	0.0	101185.23	104627.89	98614.914	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9D1I6|RM14_MOUSE	Q9D1I6	RM14_MOUSE	Mrpl14	145	Mus musculus OX=10090	1:Experimental evidence at protein level	39S ribosomal protein L14, mitochondrial	1.0	0.999	3	12	12	12	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	2	2	2	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	2	2	2	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	2	2	2	0	0	0	2	1	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24978.596	29382.719	32142.906	0.0	0.0	0.0	32825.93	32850.867	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29382.719	0.0	0.0	0.0	0.0	32825.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9D1J3|SARNP_MOUSE	Q9D1J3	SARNP_MOUSE	Sarnp	210	Mus musculus OX=10090	1:Experimental evidence at protein level	SAP domain-containing ribonucleoprotein	1.0	0.999	7	109	109	109	2	3	4	2	2	0	3	4	3	5	4	4	4	6	2	6	7	7	9	8	6	0	0	0	4	2	5	0	1	0	2	0	4	2	3	4	2	2	0	3	4	3	5	4	4	4	6	2	6	7	7	9	8	6	0	0	0	4	2	5	0	1	0	2	0	4	2	3	4	2	2	0	3	4	3	5	4	4	4	6	2	6	7	7	9	8	6	0	0	0	4	2	5	0	1	0	2	0	4	127182.32	104909.71	139204.66	100963.49	92028.9	0.0	132936.03	142405.88	133638.06	161039.95	178124.45	175801.28	186398.25	139554.42	139017.58	152003.0	231637.69	170782.55	180785.25	156601.03	174610.06	0.0	0.0	0.0	98091.34	32900.902	34930.02	0.0	80289.01	0.0	81604.27	0.0	83240.53	0.0	116766.07	144723.28	108778.07	95389.516	0.0	85498.28	88959.43	85323.94	70397.766	81879.59	74805.56	86571.32	69359.36	87418.5	93002.195	99838.664	106333.375	78124.1	68035.85	74883.08	0.0	0.0	0.0	64157.875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9D1L0|CHCH2_MOUSE	Q9D1L0	CHCH2_MOUSE	Chchd2	153	Mus musculus OX=10090	2:Experimental evidence at transcript level	Coiled-coil-helix-coiled-coil-helix domain-containing protein 2	1.0	0.999	4	99	99	99	0	0	0	0	0	0	3	3	4	5	3	3	6	3	7	5	4	5	5	4	5	0	0	0	3	2	1	4	3	1	11	4	5	0	0	0	0	0	0	3	3	4	5	3	3	6	3	7	5	4	5	5	4	5	0	0	0	3	2	1	4	3	1	11	4	5	0	0	0	0	0	0	3	3	4	5	3	3	6	3	7	5	4	5	5	4	5	0	0	0	3	2	1	4	3	1	11	4	5	0.0	0.0	0.0	0.0	0.0	0.0	263156.66	320326.0	329988.5	264983.56	292402.94	257287.56	333448.28	236443.06	331793.94	259245.66	257480.66	303612.97	277644.7	335678.75	381516.94	0.0	0.0	0.0	233299.69	155295.88	116435.63	141115.25	268912.12	116631.195	329949.47	298066.12	291415.16	0.0	0.0	0.0	0.0	0.0	0.0	114673.95	144392.95	140896.25	118809.83	128693.055	116098.98	144479.39	145235.9	148896.36	106934.266	105914.25	131519.45	125069.5	135837.98	169333.28	0.0	0.0	0.0	55239.566	88975.766	0.0	0.0	179797.58	0.0	144907.55	130500.73	127577.26	
sp|Q9D1L9|LTOR5_MOUSE	Q9D1L9	LTOR5_MOUSE	Lamtor5	91	Mus musculus OX=10090	1:Experimental evidence at protein level	Ragulator complex protein LAMTOR5	0.9397	0.999	1	3	3	3	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41340.64	39680.332	41140.574	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9D1M0|SEC13_MOUSE	Q9D1M0	SEC13_MOUSE	Sec13	322	Mus musculus OX=10090	1:Experimental evidence at protein level	Protein SEC13 homolog	1.0	0.999	8	132	132	132	3	0	0	0	0	0	5	4	6	8	7	4	7	9	9	5	2	5	8	6	4	2	1	3	2	6	4	3	3	3	4	5	4	3	0	0	0	0	0	5	4	6	8	7	4	7	9	9	5	2	5	8	6	4	2	1	3	2	6	4	3	3	3	4	5	4	3	0	0	0	0	0	5	4	6	8	7	4	7	9	9	5	2	5	8	6	4	2	1	3	2	6	4	3	3	3	4	5	4	110746.01	0.0	0.0	0.0	0.0	0.0	159914.88	285651.25	319235.72	215586.06	219210.69	237362.75	406447.44	240429.19	428527.44	410236.78	445484.0	273735.5	223701.77	131235.36	230938.81	238318.95	213468.23	243590.23	45741.49	106391.5	60557.066	284487.16	267120.62	261400.83	312524.62	350727.5	338261.06	0.0	0.0	0.0	0.0	0.0	0.0	170268.06	174242.75	193531.12	133790.5	130301.086	143361.22	224173.25	216689.72	226856.14	213818.89	294789.53	308879.75	149338.28	163288.75	154412.6	0.0	0.0	0.0	68509.984	79909.98	87273.914	0.0	0.0	0.0	205310.28	245612.16	243657.92	
sp|Q9D1M4|MCA3_MOUSE	Q9D1M4	MCA3_MOUSE	Eef1e1	174	Mus musculus OX=10090	1:Experimental evidence at protein level	Eukaryotic translation elongation factor 1 epsilon-1	1.0	0.999	4	27	27	27	0	0	0	0	0	0	0	0	0	2	3	1	2	0	1	0	0	0	2	4	4	0	0	0	1	2	3	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	3	1	2	0	1	0	0	0	2	4	4	0	0	0	1	2	3	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	3	1	2	0	1	0	0	0	2	4	4	0	0	0	1	2	3	0	0	0	1	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	156971.72	180585.61	67059.766	357873.5	0.0	284281.97	0.0	0.0	0.0	521120.7	552944.5	546213.44	0.0	0.0	0.0	62952.348	67856.15	181746.16	0.0	0.0	0.0	201677.33	0.0	385433.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	136564.9	157561.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	326822.56	329465.34	344832.84	0.0	0.0	0.0	0.0	0.0	154230.67	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9D1M7|FKB11_MOUSE	Q9D1M7	FKB11_MOUSE	Fkbp11	201	Mus musculus OX=10090	1:Experimental evidence at protein level	Peptidyl-prolyl cis-trans isomerase FKBP11	1.0	0.999	7	55	55	55	0	0	0	0	0	0	0	2	4	0	3	2	2	2	3	3	1	3	4	5	3	0	0	0	7	5	2	0	0	0	1	0	3	0	0	0	0	0	0	0	2	4	0	3	2	2	2	3	3	1	3	4	5	3	0	0	0	7	5	2	0	0	0	1	0	3	0	0	0	0	0	0	0	2	4	0	3	2	2	2	3	3	1	3	4	5	3	0	0	0	7	5	2	0	0	0	1	0	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40438.86	51202.742	104242.484	107155.41	112666.984	108225.36	93630.72	88174.33	75601.34	74933.53	70515.24	0.0	0.0	0.0	45121.996	49361.004	50869.25	0.0	0.0	0.0	25299.807	0.0	70469.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50108.16	0.0	32792.945	0.0	105449.56	109468.78	112553.3	100275.27	0.0	0.0	74365.45	76606.13	70509.125	0.0	0.0	0.0	51405.594	54044.16	50729.63	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9D1N9|RM21_MOUSE	Q9D1N9	RM21_MOUSE	Mrpl21	209	Mus musculus OX=10090	1:Experimental evidence at protein level	39S ribosomal protein L21, mitochondrial	1.0	0.999	4	49	49	49	0	1	1	0	0	0	4	4	3	1	3	2	3	3	1	1	1	0	4	6	5	0	0	0	1	5	0	0	0	0	0	0	0	0	1	1	0	0	0	4	4	3	1	3	2	3	3	1	1	1	0	4	6	5	0	0	0	1	5	0	0	0	0	0	0	0	0	1	1	0	0	0	4	4	3	1	3	2	3	3	1	1	1	0	4	6	5	0	0	0	1	5	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	119508.836	129676.84	126324.22	68095.72	110533.67	67387.484	126932.36	74904.97	71781.47	66523.29	67043.57	0.0	56160.492	108046.61	92515.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69159.695	74159.07	75460.6	0.0	60405.18	0.0	73817.914	0.0	0.0	0.0	0.0	0.0	60281.008	59925.234	54805.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9D1P0|RM13_MOUSE	Q9D1P0	RM13_MOUSE	Mrpl13	178	Mus musculus OX=10090	1:Experimental evidence at protein level	39S ribosomal protein L13, mitochondrial	1.0	0.999	4	14	14	14	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	3	1	1	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	3	1	1	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	3	1	1	0	0	0	2	2	1	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37315.176	21744.371	18640.13	0.0	0.0	0.0	37379.086	30882.812	44910.855	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9D1P4|CHRD1_MOUSE	Q9D1P4	CHRD1_MOUSE	Chordc1	331	Mus musculus OX=10090	1:Experimental evidence at protein level	Cysteine and histidine-rich domain-containing protein 1	1.0	0.999	8	57	57	57	0	0	0	0	0	0	1	4	3	7	1	2	4	0	1	0	0	0	9	4	3	0	0	0	3	3	4	0	0	0	4	3	1	0	0	0	0	0	0	1	4	3	7	1	2	4	0	1	0	0	0	9	4	3	0	0	0	3	3	4	0	0	0	4	3	1	0	0	0	0	0	0	1	4	3	7	1	2	4	0	1	0	0	0	9	4	3	0	0	0	3	3	4	0	0	0	4	3	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41593.133	44180.51	75252.28	73132.27	72193.33	56913.13	0.0	0.0	0.0	0.0	0.0	74207.516	73106.516	75478.38	0.0	0.0	0.0	83847.086	87029.2	88727.875	0.0	0.0	0.0	89123.71	92320.83	91780.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48908.082	47174.63	79301.8	0.0	77438.94	57941.63	0.0	0.0	0.0	0.0	0.0	86003.54	78900.28	79223.164	0.0	0.0	0.0	99408.305	94592.734	96448.33	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9D1Q6|ERP44_MOUSE	Q9D1Q6	ERP44_MOUSE	Erp44	406	Mus musculus OX=10090	1:Experimental evidence at protein level	Endoplasmic reticulum resident protein 44	1.0	0.999	20	538	527	538	2	1	2	1	0	0	24	22	20	26	28	28	23	28	21	14	18	11	34	32	32	1	2	2	38	48	32	3	2	6	10	11	16	2	1	2	1	0	0	24	22	18	26	28	28	23	27	18	14	17	11	34	32	32	1	2	2	38	48	32	3	2	6	10	10	13	2	1	2	1	0	0	24	22	20	26	28	28	23	28	21	14	18	11	34	32	32	1	2	2	38	48	32	3	2	6	10	11	16	55555.86	48291.098	63184.047	0.0	0.0	0.0	596005.6	579776.9	600252.8	518369.38	525056.6	526641.9	484374.2	509399.06	527184.25	569648.0	526496.6	579977.7	317022.0	443115.4	422006.72	240217.47	216732.1	220029.31	310397.34	407086.6	359489.44	519836.3	524089.7	568060.9	589910.75	574383.2	578591.0	0.0	0.0	0.0	0.0	0.0	0.0	296389.56	282968.56	276901.4	293927.0	300865.7	303694.66	279901.28	282300.88	294348.1	294035.8	276938.88	298414.47	323520.38	288041.06	277625.88	0.0	0.0	0.0	305559.12	272915.72	245801.25	352249.6	359530.62	383841.38	271704.28	276542.7	301880.56	
sp|Q9D1R9|RL34_MOUSE	Q9D1R9	RL34_MOUSE	Rpl34	117	Mus musculus OX=10090	1:Experimental evidence at protein level	60S ribosomal protein L34	1.0	0.999	12	206	206	206	8	8	7	3	6	6	4	10	7	6	8	7	10	10	10	9	9	6	2	6	5	2	3	2	3	4	6	5	4	5	8	10	7	8	8	7	3	6	6	4	10	7	6	8	7	10	10	10	9	9	6	2	6	5	2	3	2	3	4	6	5	4	5	8	10	7	8	8	7	3	6	6	4	10	7	6	8	7	10	10	10	9	9	6	2	6	5	2	3	2	3	4	6	5	4	5	8	10	7	1363204.2	1293599.8	1096985.2	612866.25	707899.2	730594.1	1027977.4	1048362.75	1071813.1	245330.58	170128.89	145142.94	990599.6	170819.9	1078914.8	1216573.6	1716572.8	698815.06	328615.56	234853.4	232139.03	1103392.8	1339699.8	914629.0	88337.125	29454.086	30349.33	1221775.5	1020801.25	1351715.2	1396765.2	1640987.2	906349.1	723610.6	682688.0	617392.9	352492.9	396997.9	419955.0	469117.4	480508.62	488393.12	352089.28	299030.75	278018.34	532433.94	448444.34	534365.3	628886.8	964581.4	571387.9	311410.12	239318.84	245075.8	780030.8	590552.7	839668.7	158423.81	112961.15	115876.44	626856.9	646049.7	577685.8	518514.4	578001.8	583522.94	
sp|Q9D273|MMAB_MOUSE	Q9D273	MMAB_MOUSE	Mmab	237	Mus musculus OX=10090	1:Experimental evidence at protein level	Cob(I)yrinic acid a,c-diamide adenosyltransferase, mitochondrial	1.0	0.999	5	62	62	62	0	0	0	0	0	0	6	2	2	1	1	1	5	4	3	5	2	3	2	4	2	0	0	0	4	5	2	0	0	0	3	3	2	0	0	0	0	0	0	6	2	2	1	1	1	5	4	3	5	2	3	2	4	2	0	0	0	4	5	2	0	0	0	3	3	2	0	0	0	0	0	0	6	2	2	1	1	1	5	4	3	5	2	3	2	4	2	0	0	0	4	5	2	0	0	0	3	3	2	0.0	0.0	0.0	0.0	0.0	0.0	208897.66	93020.88	132797.58	118363.35	115602.21	113484.87	228335.9	190838.81	188345.67	205707.28	213707.44	220077.75	159940.22	178055.6	172844.28	0.0	0.0	0.0	201613.44	167602.56	181800.97	0.0	0.0	0.0	172896.45	69317.49	154319.89	0.0	0.0	0.0	0.0	0.0	0.0	123014.24	0.0	0.0	0.0	0.0	0.0	137501.86	114736.375	113082.45	122711.836	126351.01	128205.52	96084.6	107201.0	103934.11	0.0	0.0	0.0	116105.28	90042.99	105161.31	0.0	0.0	0.0	102751.54	0.0	84061.5	
