Protein	Protein ID	Entry Name	Gene	Length	Organism	Protein Description	Protein Existence	Protein Probability	Top Peptide Probability	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins
sp|Q14683|SMC1A_HUMAN	Q14683	SMC1A_HUMAN	SMC1A	1233	Homo sapiens OX=9606	Structural maintenance of chromosomes protein 1A 	1:Experimental evidence at protein level	1.0000	0.9990	9	9	9	21	21	21	111722.75	111722.75	111722.75	9M(15.9949),11M(15.9949)		
sp|Q14697|GANAB_HUMAN	Q14697	GANAB_HUMAN	GANAB	944	Homo sapiens OX=9606	Neutral alpha-glucosidase AB 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	12	12	12	116075.664	116075.664	116075.664	4M(15.9949),1M(15.9949), 2M(15.9949)		
sp|Q14739|LBR_HUMAN	Q14739	LBR_HUMAN	LBR	615	Homo sapiens OX=9606	Delta(14)-sterol reductase LBR 	1:Experimental evidence at protein level	1.0000	0.9989	2	2	2	5	5	5	78884.95	78884.95	78884.95			
sp|Q14764|MVP_HUMAN	Q14764	MVP_HUMAN	MVP	893	Homo sapiens OX=9606	Major vault protein 	1:Experimental evidence at protein level	1.0000	0.9990	14	14	14	29	29	29	493132.12	493132.12	493132.12	5M(15.9949),9M(15.9949),2M(15.9949)		
sp|Q14766|LTBP1_HUMAN	Q14766	LTBP1_HUMAN	LTBP1	1721	Homo sapiens OX=9606	Latent-transforming growth factor beta-binding protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	33567.25	33567.25	33567.25	10C(57.0214), 1C(57.0214)		
sp|Q14789|GOGB1_HUMAN	Q14789	GOGB1_HUMAN	GOLGB1	3259	Homo sapiens OX=9606	Golgin subfamily B member 1 	1:Experimental evidence at protein level	1.0000	0.9987	1	1	1	1	1	1	4320.334	4320.334	4320.334			
sp|Q14839|CHD4_HUMAN	Q14839	CHD4_HUMAN	CHD4	1912	Homo sapiens OX=9606	Chromodomain-helicase-DNA-binding protein 4 	1:Experimental evidence at protein level	1.0000	0.9990	6	2	6	9	5	9	60465.18	37596.754	60465.18	7M(15.9949),4M(15.9949),7M(15.9949)		
sp|Q14847|LASP1_HUMAN	Q14847	LASP1_HUMAN	LASP1	261	Homo sapiens OX=9606	LIM and SH3 domain protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	8	8	8	20	20	20	332133.7	332133.7	332133.7	1M(15.9949), 9M(15.9949),5M(15.9949),2M(15.9949)		
sp|Q14974|IMB1_HUMAN	Q14974	IMB1_HUMAN	KPNB1	876	Homo sapiens OX=9606	Importin subunit beta-1 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	198066.14	198066.14	198066.14	6M(15.9949)		
sp|Q14978|NOLC1_HUMAN	Q14978	NOLC1_HUMAN	NOLC1	699	Homo sapiens OX=9606	Nucleolar and coiled-body phosphoprotein 1 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	5	5	5	43658.56	43658.56	43658.56			
sp|Q14980|NUMA1_HUMAN	Q14980	NUMA1_HUMAN	NUMA1	2115	Homo sapiens OX=9606	Nuclear mitotic apparatus protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	22	22	22	43	43	43	145129.55	145129.55	145129.55	9M(15.9949),4M(15.9949),9M(15.9949),5M(15.9949),3M(15.9949)		
sp|Q15005|SPCS2_HUMAN	Q15005	SPCS2_HUMAN	SPCS2	226	Homo sapiens OX=9606	Signal peptidase complex subunit 2 	1:Experimental evidence at protein level	1.0000	0.9989	3	3	3	9	9	9	86551.97	86551.97	86551.97	N-term(42.0106)		
sp|Q15019|SEPT2_HUMAN	Q15019	SEPT2_HUMAN	SEPTIN2	361	Homo sapiens OX=9606	Septin-2 	1:Experimental evidence at protein level	1.0000	0.9990	3	2	2	7	4	4	59002.566	40348.953	40348.953			
sp|Q15020|SART3_HUMAN	Q15020	SART3_HUMAN	SART3	963	Homo sapiens OX=9606	Squamous cell carcinoma antigen recognized by T-cells 3 	1:Experimental evidence at protein level	1.0000	0.9989	3	3	3	3	3	3	52522.43	52522.43	52522.43	9M(15.9949),5M(15.9949)		
sp|Q15029|U5S1_HUMAN	Q15029	U5S1_HUMAN	EFTUD2	972	Homo sapiens OX=9606	116 kDa U5 small nuclear ribonucleoprotein component 	1:Experimental evidence at protein level	1.0000	0.9990	4	2	2	6	2	2	505831.6	32418.123	32418.123			
sp|Q15031|SYLM_HUMAN	Q15031	SYLM_HUMAN	LARS2	903	Homo sapiens OX=9606	Probable leucine--tRNA ligase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9987	2	2	2	3	3	3	51547.383	51547.383	51547.383			
sp|Q15046|SYK_HUMAN	Q15046	SYK_HUMAN	KARS1	597	Homo sapiens OX=9606	Lysine--tRNA ligase 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	10	10	10	175437.86	175437.86	175437.86	N-term(42.0106),3M(15.9949),3M(15.9949),1M(15.9949)		
sp|Q15063|POSTN_HUMAN	Q15063	POSTN_HUMAN	POSTN	836	Homo sapiens OX=9606	Periostin 	1:Experimental evidence at protein level	1.0000	0.9990	8	8	8	20	20	20	108786.92	108786.92	108786.92	12M(15.9949), 7C(57.0214), 8C(57.0214),10M(15.9949), 4C(57.0214), 9C(57.0214)		
sp|Q15075|EEA1_HUMAN	Q15075	EEA1_HUMAN	EEA1	1411	Homo sapiens OX=9606	Early endosome antigen 1 	1:Experimental evidence at protein level	1.0000	0.9990	9	8	9	9	8	9	117114.55	99638.164	117114.55			
sp|Q15084|PDIA6_HUMAN	Q15084	PDIA6_HUMAN	PDIA6	440	Homo sapiens OX=9606	Protein disulfide-isomerase A6 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	9	9	9	106276.53	106276.53	106276.53			
sp|Q15102|PA1B3_HUMAN	Q15102	PA1B3_HUMAN	PAFAH1B3	231	Homo sapiens OX=9606	Platelet-activating factor acetylhydrolase IB subunit alpha1 	1:Experimental evidence at protein level	1.0000	0.9989	1	1	1	2	2	2	27708.727	27708.727	27708.727			
sp|Q15149|PLEC_HUMAN	Q15149	PLEC_HUMAN	PLEC	4684	Homo sapiens OX=9606	Plectin 	1:Experimental evidence at protein level	1.0000	0.9990	54	53	54	97	96	97	295792.94	295792.94	295792.94	4M(15.9949),4M(15.9949),7C(57.0214),7M(15.9949),2M(15.9949),5M(15.9949),1M(15.9949)		
sp|Q15181|IPYR_HUMAN	Q15181	IPYR_HUMAN	PPA1	289	Homo sapiens OX=9606	Inorganic pyrophosphatase 	1:Experimental evidence at protein level	1.0000	0.9990	4	2	2	8	4	4	198242.78	149224.7	149224.7			
sp|Q15233|NONO_HUMAN	Q15233	NONO_HUMAN	NONO	471	Homo sapiens OX=9606	Non-POU domain-containing octamer-binding protein 	1:Experimental evidence at protein level	1.0000	0.9990	9	7	7	12	10	10	216867.34	216867.34	216867.34	3C(57.0214),5M(15.9949), 7M(15.9949),5M(15.9949), 7M(15.9949),2M(15.9949),6M(15.9949)		
sp|Q15293|RCN1_HUMAN	Q15293	RCN1_HUMAN	RCN1	331	Homo sapiens OX=9606	Reticulocalbin-1 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	4	4	4	64060.168	64060.168	64060.168			
sp|Q15363|TMED2_HUMAN	Q15363	TMED2_HUMAN	TMED2	201	Homo sapiens OX=9606	Transmembrane emp24 domain-containing protein 2 	1:Experimental evidence at protein level	1.0000	0.9989	1	1	1	3	3	3	14826.255	14826.255	14826.255	6M(15.9949)		
sp|Q15365|PCBP1_HUMAN	Q15365	PCBP1_HUMAN	PCBP1	356	Homo sapiens OX=9606	Poly(rC)-binding protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	7	3	3	18	10	10	453792.34	353063.3	353063.3	8C(57.0214)		
sp|Q15366|PCBP2_HUMAN	Q15366	PCBP2_HUMAN	PCBP2	365	Homo sapiens OX=9606	Poly(rC)-binding protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	7	2	7	12	2	12	258566.03	120640.08	258566.03	8C(57.0214),13M(15.9949),8C(57.0214)		
sp|Q15393|SF3B3_HUMAN	Q15393	SF3B3_HUMAN	SF3B3	1217	Homo sapiens OX=9606	Splicing factor 3B subunit 3 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	6	6	6	68155.2	68155.2	68155.2	10M(15.9949), 1M(15.9949)		
sp|Q15417|CNN3_HUMAN	Q15417	CNN3_HUMAN	CNN3	329	Homo sapiens OX=9606	Calponin-3 	1:Experimental evidence at protein level	1.0000	0.9990	3	2	3	11	4	11	101707.65	72563.516	101707.65	10M(15.9949),2M(15.9949)		
sp|Q15436|SC23A_HUMAN	Q15436	SC23A_HUMAN	SEC23A	765	Homo sapiens OX=9606	Protein transport protein Sec23A 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	6	6	6	52560.344	52560.344	52560.344			
sp|Q15437|SC23B_HUMAN	Q15437	SC23B_HUMAN	SEC23B	767	Homo sapiens OX=9606	Protein transport protein Sec23B 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	3	3	3	58089.35	58089.35	58089.35			
sp|Q15459|SF3A1_HUMAN	Q15459	SF3A1_HUMAN	SF3A1	793	Homo sapiens OX=9606	Splicing factor 3A subunit 1 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	5	5	5	68979.25	68979.25	68979.25	2M(15.9949)		
sp|Q15517|CDSN_HUMAN	Q15517	CDSN_HUMAN	CDSN	529	Homo sapiens OX=9606	Corneodesmosin 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	8	8	8	156627.8	156627.8	156627.8			
sp|Q15582|BGH3_HUMAN	Q15582	BGH3_HUMAN	TGFBI	683	Homo sapiens OX=9606	Transforming growth factor-beta-induced protein ig-h3 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	7	18	18	18	167486.5	167486.5	167486.5	7M(15.9949),8C(57.0214), 9C(57.0214)		
sp|Q15631|TSN_HUMAN	Q15631	TSN_HUMAN	TSN	228	Homo sapiens OX=9606	Translin 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	4	4	4	73888.234	73888.234	73888.234			
sp|Q15691|MARE1_HUMAN	Q15691	MARE1_HUMAN	MAPRE1	268	Homo sapiens OX=9606	Microtubule-associated protein RP/EB family member 1 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	9	9	9	68611.86	68611.86	68611.86			
sp|Q15717|ELAV1_HUMAN	Q15717	ELAV1_HUMAN	ELAVL1	326	Homo sapiens OX=9606	ELAV-like protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	3	2	3	4	3	4	100362.195	72816.66	100362.195			
sp|Q15746|MYLK_HUMAN	Q15746	MYLK_HUMAN	MYLK	1914	Homo sapiens OX=9606	Myosin light chain kinase, smooth muscle 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	10	10	10	87247.875	87247.875	87247.875	4M(15.9949), 6M(15.9949)		
sp|Q15785|TOM34_HUMAN	Q15785	TOM34_HUMAN	TOMM34	309	Homo sapiens OX=9606	Mitochondrial import receptor subunit TOM34 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	32540.969	32540.969	32540.969			
sp|Q15942|ZYX_HUMAN	Q15942	ZYX_HUMAN	ZYX	572	Homo sapiens OX=9606	Zyxin 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	13	13	13	157221.66	157221.66	157221.66	9C(57.0214)		
sp|Q16181|SEPT7_HUMAN	Q16181	SEPT7_HUMAN	SEPTIN7	437	Homo sapiens OX=9606	Septin-7 	1:Experimental evidence at protein level	1.0000	0.9989	3	2	2	10	6	6	61162.17	53673.188	53673.188			
sp|Q16531|DDB1_HUMAN	Q16531	DDB1_HUMAN	DDB1	1140	Homo sapiens OX=9606	DNA damage-binding protein 1 	1:Experimental evidence at protein level	1.0000	0.9989	4	4	4	6	6	6	72863.805	72863.805	72863.805	2M(15.9949)		
sp|Q16543|CDC37_HUMAN	Q16543	CDC37_HUMAN	CDC37	378	Homo sapiens OX=9606	Hsp90 co-chaperone Cdc37 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	6	6	6	178996.22	178996.22	178996.22	2M(15.9949)		
sp|Q16555|DPYL2_HUMAN	Q16555	DPYL2_HUMAN	DPYSL2	572	Homo sapiens OX=9606	Dihydropyrimidinase-related protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	6	3	6	15	6	15	153719.34	117418.445	153719.34	1M(15.9949),1M(15.9949)		
sp|Q16698|DECR_HUMAN	Q16698	DECR_HUMAN	DECR1	335	Homo sapiens OX=9606	2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing], mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	8	8	8	128102.5	128102.5	128102.5	2M(15.9949)		
sp|Q16762|THTR_HUMAN	Q16762	THTR_HUMAN	TST	297	Homo sapiens OX=9606	Thiosulfate sulfurtransferase 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	5	5	5	46152.81	46152.81	46152.81			
sp|Q16795|NDUA9_HUMAN	Q16795	NDUA9_HUMAN	NDUFA9	377	Homo sapiens OX=9606	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	3930.668	3930.668	3930.668			
sp|Q16822|PCKGM_HUMAN	Q16822	PCKGM_HUMAN	PCK2	640	Homo sapiens OX=9606	Phosphoenolpyruvate carboxykinase [GTP], mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	36573.67	36573.67	36573.67	10C(57.0214),2M(15.9949)		
sp|Q16836|HCDH_HUMAN	Q16836	HCDH_HUMAN	HADH	314	Homo sapiens OX=9606	Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9989	4	4	4	8	8	8	75220.13	75220.13	75220.13	12M(15.9949),9M(15.9949)		
sp|Q16851|UGPA_HUMAN	Q16851	UGPA_HUMAN	UGP2	508	Homo sapiens OX=9606	UTP--glucose-1-phosphate uridylyltransferase 	1:Experimental evidence at protein level	1.0000	0.9985	2	2	2	3	3	3	40332.195	40332.195	40332.195			
sp|Q16853|AOC3_HUMAN	Q16853	AOC3_HUMAN	AOC3	763	Homo sapiens OX=9606	Membrane primary amine oxidase 	1:Experimental evidence at protein level	1.0000	0.9987	2	2	2	4	4	4	40089.527	40089.527	40089.527			
sp|Q16881|TRXR1_HUMAN	Q16881	TRXR1_HUMAN	TXNRD1	649	Homo sapiens OX=9606	Thioredoxin reductase 1, cytoplasmic 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	3	3	3	73964.97	73964.97	73964.97	3C(57.0214), 6K(54.0474)		
sp|Q16891|MIC60_HUMAN	Q16891	MIC60_HUMAN	IMMT	758	Homo sapiens OX=9606	MIC	1:Experimental evidence at protein level	1.0000	0.9990	10	10	10	14	14	14	298724.94	298724.94	298724.94			
sp|Q1KMD3|HNRL2_HUMAN	Q1KMD3	HNRL2_HUMAN	HNRNPUL2	747	Homo sapiens OX=9606	Heterogeneous nuclear ribonucleoprotein U-like protein 2 	1:Experimental evidence at protein level	1.0000	0.9986	2	2	2	2	2	2	33388.305	33388.305	33388.305	3C(57.0214)		
sp|Q27J81|INF2_HUMAN	Q27J81	INF2_HUMAN	INF2	1249	Homo sapiens OX=9606	Inverted formin-2 	1:Experimental evidence at protein level	1.0000	0.9977	2	2	2	4	4	4	34470.67	34470.67	34470.67			
sp|Q3LXA3|TKFC_HUMAN	Q3LXA3	TKFC_HUMAN	TKFC	575	Homo sapiens OX=9606	Triokinase/FMN cyclase 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	6	6	6	18634.836	18634.836	18634.836			
sp|Q53EL6|PDCD4_HUMAN	Q53EL6	PDCD4_HUMAN	PDCD4	469	Homo sapiens OX=9606	Programmed cell death protein 4 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	6	6	6	33260.69	33260.69	33260.69			
sp|Q5D862|FILA2_HUMAN	Q5D862	FILA2_HUMAN	FLG2	2391	Homo sapiens OX=9606	Filaggrin-2 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	9	9	9	250028.44	250028.44	250028.44			
sp|Q5JRA6|TGO1_HUMAN	Q5JRA6	TGO1_HUMAN	MIA3	1907	Homo sapiens OX=9606	Transport and Golgi organization protein 1 homolog 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	5	5	5	28096.332	28096.332	28096.332			
sp|Q5JTV8|TOIP1_HUMAN	Q5JTV8	TOIP1_HUMAN	TOR1AIP1	583	Homo sapiens OX=9606	Torsin-1A-interacting protein 1 	1:Experimental evidence at protein level	1.0000	0.9985	1	1	1	3	3	3	13144.996	13144.996	13144.996			
sp|Q5SSJ5|HP1B3_HUMAN	Q5SSJ5	HP1B3_HUMAN	HP1BP3	553	Homo sapiens OX=9606	Heterochromatin protein 1-binding protein 3 	1:Experimental evidence at protein level	1.0000	0.9990	6	6	6	9	9	9	121159.45	121159.45	121159.45	N-term(42.0106)		
sp|Q5T1M5|FKB15_HUMAN	Q5T1M5	FKB15_HUMAN	FKBP15	1219	Homo sapiens OX=9606	FK506-binding protein 15 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	4	4	4	20247.219	20247.219	20247.219	8M(15.9949), 9M(15.9949)		
sp|Q5T4S7|UBR4_HUMAN	Q5T4S7	UBR4_HUMAN	UBR4	5183	Homo sapiens OX=9606	E3 ubiquitin-protein ligase UBR4 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	8	8	8	48317.527	48317.527	48317.527	1M(15.9949)		
sp|Q5T750|XP32_HUMAN	Q5T750	XP32_HUMAN	XP32	250	Homo sapiens OX=9606	Skin-specific protein 32 	1:Experimental evidence at protein level	1.0000	0.9972	2	2	2	3	3	3	39002.67	39002.67	39002.67			
sp|Q5TEC6|H3PS2_HUMAN	Q5TEC6	H3PS2_HUMAN	H3-2	136	Homo sapiens OX=9606	Histone HIST2H3PS2 	1:Experimental evidence at protein level	1.0000	0.9979	5	1	1	45	15	15	1.0296346E7	904588.1	904588.1			
sp|Q5VWZ2|LYPL1_HUMAN	Q5VWZ2	LYPL1_HUMAN	LYPLAL1	237	Homo sapiens OX=9606	Lysophospholipase-like protein 1 	1:Experimental evidence at protein level	1.0000	0.9988	2	2	2	5	5	5	55720.418	55720.418	55720.418	N-term(42.0106)		
sp|Q6IA69|NADE_HUMAN	Q6IA69	NADE_HUMAN	NADSYN1	706	Homo sapiens OX=9606	Glutamine-dependent NAD(+) synthetase 	1:Experimental evidence at protein level	1.0000	0.9988	1	1	1	2	2	2	21515.246	21515.246	21515.246			
sp|Q6KB66|K2C80_HUMAN	Q6KB66	K2C80_HUMAN	KRT80	452	Homo sapiens OX=9606	Keratin, type II cytoskeletal 80 	1:Experimental evidence at protein level	1.0000	0.9989	3	3	3	4	4	4	99828.58	99828.58	99828.58			
sp|Q6L8Q7|PDE12_HUMAN	Q6L8Q7	PDE12_HUMAN	PDE12	609	Homo sapiens OX=9606	2',5'-phosphodiesterase 12 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	4	4	4	49491.133	49491.133	49491.133			
sp|Q6NUK1|SCMC1_HUMAN	Q6NUK1	SCMC1_HUMAN	SLC25A24	477	Homo sapiens OX=9606	Calcium-binding mitochondrial carrier protein SCaMC-1 	1:Experimental evidence at protein level	1.0000	0.9989	2	2	2	3	3	3	33585.797	33585.797	33585.797			
sp|Q6NZI2|CAVN1_HUMAN	Q6NZI2	CAVN1_HUMAN	CAVIN1	390	Homo sapiens OX=9606	Caveolae-associated protein 1 	1:Experimental evidence at protein level	1.0000	0.9989	1	1	1	3	3	3	20179.9	20179.9	20179.9			
sp|Q6P1M3|L2GL2_HUMAN	Q6P1M3	L2GL2_HUMAN	LLGL2	1020	Homo sapiens OX=9606	LLGL scribble cell polarity complex component 2 	1:Experimental evidence at protein level	1.0000	0.9987	2	2	2	2	2	2	18150.727	18150.727	18150.727			
sp|Q6P2E9|EDC4_HUMAN	Q6P2E9	EDC4_HUMAN	EDC4	1401	Homo sapiens OX=9606	Enhancer of mRNA-decapping protein 4 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	5	5	5	31070.227	31070.227	31070.227	10M(15.9949)		
sp|Q6P2Q9|PRP8_HUMAN	Q6P2Q9	PRP8_HUMAN	PRPF8	2335	Homo sapiens OX=9606	Pre-mRNA-processing-splicing factor 8 	1:Experimental evidence at protein level	1.0000	0.9990	4	4	4	6	6	6	54006.965	54006.965	54006.965			
sp|Q6P996|PDXD1_HUMAN	Q6P996	PDXD1_HUMAN	PDXDC1	788	Homo sapiens OX=9606	Pyridoxal-dependent decarboxylase domain-containing protein 1 	1:Experimental evidence at protein level	1.0000	0.9989	1	1	1	1	1	1	32379.023	32379.023	32379.023	7M(15.9949)		
sp|Q6PI48|SYDM_HUMAN	Q6PI48	SYDM_HUMAN	DARS2	645	Homo sapiens OX=9606	Aspartate--tRNA ligase, mitochondrial 	1:Experimental evidence at protein level	1.0000	0.9988	1	1	1	1	1	1	27622.705	27622.705	27622.705	4M(15.9949)		
sp|Q6UN15|FIP1_HUMAN	Q6UN15	FIP1_HUMAN	FIP1L1	594	Homo sapiens OX=9606	Pre-mRNA 3'-end-processing factor FIP1 	1:Experimental evidence at protein level	1.0000	0.9986	1	1	1	1	1	1	8585.637	8585.637	8585.637			
sp|Q6UWP8|SBSN_HUMAN	Q6UWP8	SBSN_HUMAN	SBSN	590	Homo sapiens OX=9606	Suprabasin 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	5	5	5	56162.188	56162.188	56162.188			
sp|Q6UX06|OLFM4_HUMAN	Q6UX06	OLFM4_HUMAN	OLFM4	510	Homo sapiens OX=9606	Olfactomedin-4 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	13	13	13	31363.748	31363.748	31363.748			
sp|Q6XQN6|PNCB_HUMAN	Q6XQN6	PNCB_HUMAN	NAPRT	538	Homo sapiens OX=9606	Nicotinate phosphoribosyltransferase 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	8890.931	8890.931	8890.931			
sp|Q6YN16|HSDL2_HUMAN	Q6YN16	HSDL2_HUMAN	HSDL2	418	Homo sapiens OX=9606	Hydroxysteroid dehydrogenase-like protein 2 	1:Experimental evidence at protein level	1.0000	0.9985	2	2	2	4	4	4	69959.32	69959.32	69959.32	4M(15.9949), 5M(15.9949)		
sp|Q709C8|VP13C_HUMAN	Q709C8	VP13C_HUMAN	VPS13C	3753	Homo sapiens OX=9606	Vacuolar protein sorting-associated protein 13C 	1:Experimental evidence at protein level	1.0000	0.9978	2	2	2	2	2	2	38336.445	38336.445	38336.445			
sp|Q7KZF4|SND1_HUMAN	Q7KZF4	SND1_HUMAN	SND1	910	Homo sapiens OX=9606	Staphylococcal nuclease domain-containing protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	11	11	11	28	28	28	277665.1	277665.1	277665.1	9M(15.9949),2M(15.9949),N-term(42.0106),5M(15.9949)		
sp|Q7L014|DDX46_HUMAN	Q7L014	DDX46_HUMAN	DDX46	1031	Homo sapiens OX=9606	Probable ATP-dependent RNA helicase DDX46 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	8	8	8	64495.77	64495.77	64495.77	7C(57.0214),1M(15.9949)		
sp|Q7L1Q6|BZW1_HUMAN	Q7L1Q6	BZW1_HUMAN	BZW1	419	Homo sapiens OX=9606	Basic leucine zipper and W2 domain-containing protein 1 	1:Experimental evidence at protein level	1.0000	0.9989	3	2	3	3	2	3	51079.47	37382.883	51079.47	2M(15.9949)		
sp|Q7L576|CYFP1_HUMAN	Q7L576	CYFP1_HUMAN	CYFIP1	1253	Homo sapiens OX=9606	Cytoplasmic FMR1-interacting protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	6	3	6	9	4	9	101173.516	43858.145	101173.516	11M(15.9949)		
sp|Q7L5N7|PCAT2_HUMAN	Q7L5N7	PCAT2_HUMAN	LPCAT2	544	Homo sapiens OX=9606	Lysophosphatidylcholine acyltransferase 2 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	5	5	5	54766.75	54766.75	54766.75			
sp|Q7RTS7|K2C74_HUMAN	Q7RTS7	K2C74_HUMAN	KRT74	529	Homo sapiens OX=9606	Keratin, type II cytoskeletal 74 	1:Experimental evidence at protein level	1.0000	0.9990	7	0	2	29	0	6	1922028.2	0	175876.19			sp|Q86Y46|K2C73_HUMAN
sp|Q7Z2K6|ERMP1_HUMAN	Q7Z2K6	ERMP1_HUMAN	ERMP1	904	Homo sapiens OX=9606	Endoplasmic reticulum metallopeptidase 1 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	2	2	2	17068.05	17068.05	17068.05			
sp|Q7Z2W4|ZCCHV_HUMAN	Q7Z2W4	ZCCHV_HUMAN	ZC3HAV1	902	Homo sapiens OX=9606	Zinc finger CCCH-type antiviral protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	1	1	1	1	1	1	12038.649	12038.649	12038.649			
sp|Q7Z406|MYH14_HUMAN	Q7Z406	MYH14_HUMAN	MYH14	1995	Homo sapiens OX=9606	Myosin-14 	1:Experimental evidence at protein level	1.0000	0.9990	39	28	30	98	67	75	773056.9	424956.47	483296.16	7M(15.9949),5M(15.9949), N-term(42.0106),2M(15.9949),1M(15.9949),12M(15.9949),2M(15.9949)		
sp|Q7Z434|MAVS_HUMAN	Q7Z434	MAVS_HUMAN	MAVS	540	Homo sapiens OX=9606	Mitochondrial antiviral-signaling protein 	1:Experimental evidence at protein level	1.0000	0.9989	2	2	2	3	3	3	45869.586	45869.586	45869.586			
sp|Q7Z4W1|DCXR_HUMAN	Q7Z4W1	DCXR_HUMAN	DCXR	244	Homo sapiens OX=9606	L-xylulose reductase 	1:Experimental evidence at protein level	1.0000	0.9990	3	3	3	5	5	5	59979.13	59979.13	59979.13			
sp|Q7Z5L9|I2BP2_HUMAN	Q7Z5L9	I2BP2_HUMAN	IRF2BP2	587	Homo sapiens OX=9606	Interferon regulatory factor 2-binding protein 2 	1:Experimental evidence at protein level	1.0000	0.9990	2	2	2	3	3	3	24106.463	24106.463	24106.463			
sp|Q7Z6Z7|HUWE1_HUMAN	Q7Z6Z7	HUWE1_HUMAN	HUWE1	4374	Homo sapiens OX=9606	E3 ubiquitin-protein ligase HUWE1 	1:Experimental evidence at protein level	1.0000	0.9990	5	5	5	7	7	7	47187.65	47187.65	47187.65	7C(57.0214)		
sp|Q7Z794|K2C1B_HUMAN	Q7Z794	K2C1B_HUMAN	KRT77	578	Homo sapiens OX=9606	Keratin, type II cytoskeletal 1b 	1:Experimental evidence at protein level	1.0000	0.9990	17	9	9	90	11	11	9590206.0	148723.73	148723.73	4M(15.9949),2M(15.9949),10M(15.9949)		
sp|Q86UP2|KTN1_HUMAN	Q86UP2	KTN1_HUMAN	KTN1	1357	Homo sapiens OX=9606	Kinectin 	1:Experimental evidence at protein level	1.0000	0.9990	7	7	7	16	16	16	67714.43	67714.43	67714.43	11M(15.9949), 13M(15.9949),2M(15.9949),3M(15.9949)		
sp|Q86VP6|CAND1_HUMAN	Q86VP6	CAND1_HUMAN	CAND1	1230	Homo sapiens OX=9606	Cullin-associated NEDD8-dissociated protein 1 	1:Experimental evidence at protein level	1.0000	0.9990	7	6	7	11	10	11	46817.38	46817.38	46817.38	3M(15.9949),5C(57.0214),4M(15.9949)		
