Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	InGel_1_1 Spectral Count	InGel_1_2 Spectral Count	InGel_1_3 Spectral Count	InGel_1_4 Spectral Count	InGel_1_5 Spectral Count	InGel_1_6 Spectral Count	InGel_2_1 Spectral Count	InGel_2_2 Spectral Count	InGel_2_3 Spectral Count	InGel_2_4 Spectral Count	InGel_2_5 Spectral Count	InGel_2_6 Spectral Count	InTip_1_1 Spectral Count	InTip_1_2 Spectral Count	InTip_1_3 Spectral Count	InTip_1_4 Spectral Count	InTip_1_5 Spectral Count	InTip_1_6 Spectral Count	InTip_2_1 Spectral Count	InTip_2_2 Spectral Count	InTip_2_3 Spectral Count	InTip_2_4 Spectral Count	InTip_2_5 Spectral Count	InTip_2_6 Spectral Count	InGel_1_1 Unique Spectral Count	InGel_1_2 Unique Spectral Count	InGel_1_3 Unique Spectral Count	InGel_1_4 Unique Spectral Count	InGel_1_5 Unique Spectral Count	InGel_1_6 Unique Spectral Count	InGel_2_1 Unique Spectral Count	InGel_2_2 Unique Spectral Count	InGel_2_3 Unique Spectral Count	InGel_2_4 Unique Spectral Count	InGel_2_5 Unique Spectral Count	InGel_2_6 Unique Spectral Count	InTip_1_1 Unique Spectral Count	InTip_1_2 Unique Spectral Count	InTip_1_3 Unique Spectral Count	InTip_1_4 Unique Spectral Count	InTip_1_5 Unique Spectral Count	InTip_1_6 Unique Spectral Count	InTip_2_1 Unique Spectral Count	InTip_2_2 Unique Spectral Count	InTip_2_3 Unique Spectral Count	InTip_2_4 Unique Spectral Count	InTip_2_5 Unique Spectral Count	InTip_2_6 Unique Spectral Count	InGel_1_1 Total Spectral Count	InGel_1_2 Total Spectral Count	InGel_1_3 Total Spectral Count	InGel_1_4 Total Spectral Count	InGel_1_5 Total Spectral Count	InGel_1_6 Total Spectral Count	InGel_2_1 Total Spectral Count	InGel_2_2 Total Spectral Count	InGel_2_3 Total Spectral Count	InGel_2_4 Total Spectral Count	InGel_2_5 Total Spectral Count	InGel_2_6 Total Spectral Count	InTip_1_1 Total Spectral Count	InTip_1_2 Total Spectral Count	InTip_1_3 Total Spectral Count	InTip_1_4 Total Spectral Count	InTip_1_5 Total Spectral Count	InTip_1_6 Total Spectral Count	InTip_2_1 Total Spectral Count	InTip_2_2 Total Spectral Count	InTip_2_3 Total Spectral Count	InTip_2_4 Total Spectral Count	InTip_2_5 Total Spectral Count	InTip_2_6 Total Spectral Count	InGel_1_1 Intensity	InGel_1_2 Intensity	InGel_1_3 Intensity	InGel_1_4 Intensity	InGel_1_5 Intensity	InGel_1_6 Intensity	InGel_2_1 Intensity	InGel_2_2 Intensity	InGel_2_3 Intensity	InGel_2_4 Intensity	InGel_2_5 Intensity	InGel_2_6 Intensity	InTip_1_1 Intensity	InTip_1_2 Intensity	InTip_1_3 Intensity	InTip_1_4 Intensity	InTip_1_5 Intensity	InTip_1_6 Intensity	InTip_2_1 Intensity	InTip_2_2 Intensity	InTip_2_3 Intensity	InTip_2_4 Intensity	InTip_2_5 Intensity	InTip_2_6 Intensity	InGel_1_1 MaxLFQ Intensity	InGel_1_2 MaxLFQ Intensity	InGel_1_3 MaxLFQ Intensity	InGel_1_4 MaxLFQ Intensity	InGel_1_5 MaxLFQ Intensity	InGel_1_6 MaxLFQ Intensity	InGel_2_1 MaxLFQ Intensity	InGel_2_2 MaxLFQ Intensity	InGel_2_3 MaxLFQ Intensity	InGel_2_4 MaxLFQ Intensity	InGel_2_5 MaxLFQ Intensity	InGel_2_6 MaxLFQ Intensity	InTip_1_1 MaxLFQ Intensity	InTip_1_2 MaxLFQ Intensity	InTip_1_3 MaxLFQ Intensity	InTip_1_4 MaxLFQ Intensity	InTip_1_5 MaxLFQ Intensity	InTip_1_6 MaxLFQ Intensity	InTip_2_1 MaxLFQ Intensity	InTip_2_2 MaxLFQ Intensity	InTip_2_3 MaxLFQ Intensity	InTip_2_4 MaxLFQ Intensity	InTip_2_5 MaxLFQ Intensity	InTip_2_6 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q9CYA6|ZCHC8_MOUSE	Q9CYA6	ZCHC8_MOUSE	Zcchc8	709	Mus musculus OX=10090	1:Experimental evidence at protein level	Zinc finger CCHC domain-containing protein 8	0.9213	0.9986	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23268.736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9CYF5|RCC1L_MOUSE	Q9CYF5	RCC1L_MOUSE	Rcc1l	461	Mus musculus OX=10090	1:Experimental evidence at protein level	RCC1-like G exchanging factor-like protein	0.9972	0.999	2	12	12	12	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	3	2	0	1	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	3	2	0	1	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	3	2	0	1	0	0	0	0	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31376.201	0.0	25975.488	25186.049	36050.39	0.0	23570.973	0.0	0.0	0.0	0.0	33351.855	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9CYG7|TOM34_MOUSE	Q9CYG7	TOM34_MOUSE	Tomm34	309	Mus musculus OX=10090	1:Experimental evidence at protein level	Mitochondrial import receptor subunit TOM34	1.0	0.999	4	53	53	53	2	0	2	3	2	1	0	0	0	0	2	0	6	2	5	7	5	11	0	1	4	0	0	0	2	0	2	3	2	1	0	0	0	0	2	0	6	2	5	7	5	11	0	1	4	0	0	0	2	0	2	3	2	1	0	0	0	0	2	0	6	2	5	7	5	11	0	1	4	0	0	0	27228.412	0.0	30031.375	34021.953	37126.47	37287.684	0.0	0.0	0.0	0.0	36327.227	0.0	37543.207	36129.594	43451.527	34125.125	36756.582	42354.746	0.0	0.0	39001.594	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43467.297	39643.863	39494.17	56491.63	59229.76	55369.027	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9CYH2|F213A_MOUSE	Q9CYH2	F213A_MOUSE	Fam213a	218	Mus musculus OX=10090	1:Experimental evidence at protein level	Redox-regulatory protein FAM213A	1.0	0.999	7	73	73	73	0	1	0	0	0	1	1	1	5	1	1	7	7	12	6	7	6	5	3	1	1	3	1	3	0	1	0	0	0	1	1	1	5	1	1	7	7	12	6	7	6	5	3	1	1	3	1	3	0	1	0	0	0	1	1	1	5	1	1	7	7	12	6	7	6	5	3	1	1	3	1	3	0.0	0.0	0.0	0.0	0.0	0.0	35074.176	64058.18	59550.168	43929.47	40521.95	56890.457	89661.61	90179.05	91213.1	92605.6	89902.98	87433.34	60015.516	87286.086	51354.19	75917.68	81250.01	76078.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52170.35	0.0	0.0	56509.734	88378.13	94509.84	92002.234	103817.305	91785.266	91910.305	0.0	0.0	0.0	78035.87	0.0	89338.78	
sp|Q9CYH6|RRS1_MOUSE	Q9CYH6	RRS1_MOUSE	Rrs1	365	Mus musculus OX=10090	1:Experimental evidence at protein level	Ribosome biogenesis regulatory protein homolog	0.9989	0.9989	3	6	6	6	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	1	0	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	78028.29	0.0	99608.32	0.0	0.0	13573.681	0.0	0.0	0.0	0.0	0.0	15061.633	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9CYI0|NJMU_MOUSE	Q9CYI0	NJMU_MOUSE		393	Mus musculus OX=10090	1:Experimental evidence at protein level	Protein Njmu-R1	0.9425	0.999	1	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52317.742	52712.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9CYI4|LUC7L_MOUSE	Q9CYI4	LUC7L_MOUSE	Luc7l	371	Mus musculus OX=10090	1:Experimental evidence at protein level	Putative RNA-binding protein Luc7-like 1	1.0	0.999	5	42	42	64	0	0	1	1	0	2	2	1	7	1	2	2	4	6	3	3	2	2	0	0	0	1	2	0	0	0	1	1	0	2	2	1	7	1	2	2	4	6	3	3	2	2	0	0	0	1	2	0	0	0	2	1	0	2	5	3	9	2	2	5	5	8	4	4	3	3	0	0	0	3	3	0	0.0	0.0	0.0	0.0	0.0	15163.095	34173.76	29024.7	37347.06	28515.072	28806.86	31656.97	24492.588	29245.36	21973.951	25582.373	21373.5	21520.932	0.0	0.0	0.0	23910.38	29756.91	0.0	0.0	0.0	0.0	0.0	0.0	23306.963	0.0	0.0	0.0	0.0	0.0	0.0	34905.83	38647.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9CYN2|SPCS2_MOUSE	Q9CYN2	SPCS2_MOUSE	Spcs2	226	Mus musculus OX=10090	1:Experimental evidence at protein level	Signal peptidase complex subunit 2	1.0	0.999	7	97	97	97	2	1	5	0	4	3	4	4	3	5	5	5	7	7	3	5	9	3	1	4	3	6	6	2	2	1	5	0	4	3	4	4	3	5	5	5	7	7	3	5	9	3	1	4	3	6	6	2	2	1	5	0	4	3	4	4	3	5	5	5	7	7	3	5	9	3	1	4	3	6	6	2	69111.125	45457.73	71607.16	0.0	90689.57	64448.445	119133.55	74503.94	102136.48	59432.402	82921.95	100000.11	142774.89	115530.44	113922.91	155762.9	93142.6	111561.68	87010.3	129936.39	188547.62	173471.64	148419.81	103959.51	73106.836	0.0	74881.38	0.0	0.0	0.0	100265.38	84266.27	108804.02	66749.17	87136.4	106113.81	75735.41	63004.715	58132.953	83805.36	53687.95	60971.383	0.0	66804.97	96378.38	88515.0	79786.96	0.0	
sp|Q9CYR0|SSBP_MOUSE	Q9CYR0	SSBP_MOUSE	Ssbp1	152	Mus musculus OX=10090	1:Experimental evidence at protein level	Single-stranded DNA-binding protein, mitochondrial	1.0	0.999	8	72	72	72	3	4	2	1	3	3	1	2	4	2	2	2	4	2	2	4	6	6	5	3	3	4	2	2	3	4	2	1	3	3	1	2	4	2	2	2	4	2	2	4	6	6	5	3	3	4	2	2	3	4	2	1	3	3	1	2	4	2	2	2	4	2	2	4	6	6	5	3	3	4	2	2	77639.57	69940.555	69818.086	69648.84	77880.83	72910.24	81086.44	73028.555	79144.5	72637.6	67365.75	66493.91	72661.43	72043.25	72511.11	64234.4	64175.01	71331.82	68515.71	83454.24	70064.92	84172.03	87283.08	66895.336	87032.766	76567.98	0.0	0.0	81348.164	77784.484	0.0	76140.93	75868.12	77550.84	69455.836	68726.99	71394.1	73230.984	74104.82	67917.42	69504.72	72878.62	70816.695	85944.8	75914.03	80138.35	82654.625	69327.93	
sp|Q9CYR6|AGM1_MOUSE	Q9CYR6	AGM1_MOUSE	Pgm3	542	Mus musculus OX=10090	1:Experimental evidence at protein level	Phosphoacetylglucosamine mutase	1.0	0.999	17	231	231	231	5	8	8	7	5	7	5	4	6	9	4	8	11	17	17	14	18	13	9	19	3	10	16	8	5	8	8	7	5	7	5	4	6	9	4	8	11	17	17	14	18	13	9	19	3	10	16	8	5	8	8	7	5	7	5	4	6	9	4	8	11	17	17	14	18	13	9	19	3	10	16	8	167551.84	214464.58	189587.64	207816.44	135678.78	162393.67	127312.39	194575.16	172909.27	176819.66	211758.38	203869.2	137188.5	181626.3	163412.31	162058.78	166645.75	115028.195	189383.81	191613.53	168053.44	139936.5	184399.02	172730.27	116928.11	119509.04	98228.8	118034.89	141184.2	110846.055	87646.586	105504.4	95271.414	81333.68	112060.984	112234.47	103444.766	101778.32	96805.12	94620.52	96177.71	105857.336	97594.62	105292.18	105957.695	77033.44	103055.98	127908.83	
sp|Q9CYS6|CB072_MOUSE	Q9CYS6	CB072_MOUSE		286	Mus musculus OX=10090	1:Experimental evidence at protein level	Uncharacterized protein C2orf72 homolog	1.0	0.999	4	33	33	33	0	0	0	0	0	0	1	0	0	0	0	0	5	4	6	5	4	4	0	1	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	5	4	6	5	4	4	0	1	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	5	4	6	5	4	4	0	1	0	1	0	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22976.59	17465.994	16781.854	28738.623	28989.617	24953.752	0.0	0.0	0.0	26832.592	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	150456.2	114282.84	116701.125	165201.8	168986.66	160899.83	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9CYV5|TM135_MOUSE	Q9CYV5	TM135_MOUSE	Tmem135	458	Mus musculus OX=10090	2:Experimental evidence at transcript level	Transmembrane protein 135	1.0	0.999	9	167	167	167	8	8	5	10	5	5	5	4	3	3	6	3	12	6	12	7	12	12	12	2	8	3	8	8	8	8	5	10	5	5	5	4	3	3	6	3	12	6	12	7	12	12	12	2	8	3	8	8	8	8	5	10	5	5	5	4	3	3	6	3	12	6	12	7	12	12	12	2	8	3	8	8	192517.06	229371.84	165100.97	187031.95	160938.22	162403.39	278779.47	416058.78	251328.56	328690.3	141341.92	392187.66	386711.34	351440.34	498707.5	319172.88	416885.94	402301.9	133577.53	55967.746	94401.03	59499.125	113386.39	90116.19	209574.39	150465.1	174215.69	126038.34	172675.25	174975.8	120445.27	153934.86	116148.945	165004.06	99271.72	183603.45	138386.45	125871.02	154481.83	154619.95	150102.89	143099.7	132186.14	112339.49	96799.7	129281.29	100153.625	176370.94	
sp|Q9CYW4|HDHD3_MOUSE	Q9CYW4	HDHD3_MOUSE	Hdhd3	251	Mus musculus OX=10090	1:Experimental evidence at protein level	Haloacid dehalogenase-like hydrolase domain-containing protein 3	1.0	0.999	19	385	385	385	4	7	7	7	9	9	10	12	12	11	11	14	8	14	18	12	16	17	28	29	21	43	26	40	4	7	7	7	9	9	10	12	12	11	11	14	8	14	18	12	16	17	28	29	21	43	26	40	4	7	7	7	9	9	10	12	12	11	11	14	8	14	18	12	16	17	28	29	21	43	26	40	296851.25	405680.94	432990.4	265719.44	557282.0	287787.06	823364.2	381572.38	613495.5	502362.5	698973.0	721489.9	58994.48	295122.75	308775.4	283329.5	199700.25	162103.56	926433.3	719996.94	765755.2	727546.3	721346.25	814037.7	203419.81	198255.45	208903.1	181924.42	216213.16	205287.62	350805.2	258164.58	252661.88	345454.6	312721.75	302917.28	130998.12	143781.06	141019.75	151176.52	133172.73	132134.88	329557.7	286591.8	317549.44	302555.94	283469.72	306917.1	
sp|Q9CYZ2|TPD54_MOUSE	Q9CYZ2	TPD54_MOUSE	Tpd52l2	220	Mus musculus OX=10090	1:Experimental evidence at protein level	Tumor protein D54	1.0	0.999	5	49	49	49	1	1	1	0	0	0	3	1	3	0	0	7	3	1	2	3	3	2	4	2	3	4	1	4	1	1	1	0	0	0	3	1	3	0	0	7	3	1	2	3	3	2	4	2	3	4	1	4	1	1	1	0	0	0	3	1	3	0	0	7	3	1	2	3	3	2	4	2	3	4	1	4	783832.4	703304.4	735710.1	0.0	0.0	0.0	100655.85	0.0	66787.95	0.0	0.0	212730.53	629832.3	733434.75	797706.44	700156.4	0.0	760547.5	0.0	85036.29	214958.67	70317.41	59610.957	120388.9	0.0	0.0	0.0	0.0	0.0	0.0	101288.56	0.0	65912.97	0.0	0.0	187134.67	569677.9	0.0	580839.9	583992.44	347373.25	630711.44	115308.32	98801.72	171805.1	72351.08	0.0	104131.734	
sp|Q9CYZ6|REX1B_MOUSE	Q9CYZ6	REX1B_MOUSE	Rex1bd	169	Mus musculus OX=10090	1:Experimental evidence at protein level	Required for excision 1-B domain-containing protein	0.9952	0.999	3	5	5	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79582.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9CZ04|CSN7A_MOUSE	Q9CZ04	CSN7A_MOUSE	Cops7a	275	Mus musculus OX=10090	1:Experimental evidence at protein level	COP9 signalosome complex subunit 7a	1.0	0.999	11	63	63	63	1	3	0	2	0	3	3	3	3	0	0	3	3	4	2	4	4	4	0	4	0	11	5	1	1	3	0	2	0	3	3	3	3	0	0	3	3	4	2	4	4	4	0	4	0	11	5	1	1	3	0	2	0	3	3	3	3	0	0	3	3	4	2	4	4	4	0	4	0	11	5	1	0.0	106311.11	0.0	98274.36	0.0	38538.582	54708.73	61717.65	38883.094	0.0	0.0	38880.074	471704.7	374111.0	210978.1	509456.7	433401.8	367464.56	0.0	33118.89	0.0	0.0	35246.31	0.0	0.0	38249.934	0.0	0.0	0.0	16865.777	0.0	200385.03	186888.45	0.0	0.0	188717.02	181905.08	173623.69	94145.484	192041.47	169017.81	170120.1	0.0	180056.53	0.0	200308.84	185400.47	0.0	
sp|Q9CZ13|QCR1_MOUSE	Q9CZ13	QCR1_MOUSE	Uqcrc1	480	Mus musculus OX=10090	1:Experimental evidence at protein level	Cytochrome b-c1 complex subunit 1, mitochondrial	1.0	0.999	44	1756	1745	1756	37	34	36	32	32	42	54	64	59	53	57	70	81	77	70	86	88	76	113	118	99	155	113	110	37	33	36	32	30	40	53	64	59	52	57	69	81	77	70	86	87	76	113	117	98	155	113	110	37	34	36	32	32	42	54	64	59	53	57	70	81	77	70	86	88	76	113	118	99	155	113	110	2461109.8	2614297.0	2501319.8	2875220.2	2075955.9	2658519.0	3065674.5	3055404.5	3032303.2	3388425.0	3070407.8	2999216.5	2992611.5	2864294.2	2876108.0	2988209.0	3244262.2	2931282.8	2738095.5	2945266.0	2824159.8	3093106.2	2839723.0	2689503.5	1035958.4	1120310.4	1011707.94	1166927.0	933134.2	1151798.4	1293495.5	1405609.0	1341307.6	1508848.2	1308383.0	1182659.6	1206436.0	1138798.5	1134224.5	1220375.1	1291716.0	1167847.0	1115674.6	1318134.9	1244798.9	1362329.4	1246263.4	1138584.1	
sp|Q9CZ28|SNF8_MOUSE	Q9CZ28	SNF8_MOUSE	Snf8	258	Mus musculus OX=10090	1:Experimental evidence at protein level	Vacuolar-sorting protein SNF8	1.0	0.999	3	58	58	58	2	2	1	2	2	3	1	4	4	1	2	2	1	1	3	3	3	1	4	2	4	2	4	4	2	2	1	2	2	3	1	4	4	1	2	2	1	1	3	3	3	1	4	2	4	2	4	4	2	2	1	2	2	3	1	4	4	1	2	2	1	1	3	3	3	1	4	2	4	2	4	4	59886.348	68525.51	20273.975	0.0	27908.738	0.0	59188.95	130855.39	79413.29	64878.96	119496.94	0.0	32810.254	95096.664	123849.3	123864.74	50386.69	40545.1	53160.785	42152.89	52679.133	32039.818	90223.74	0.0	59679.914	60641.797	0.0	0.0	0.0	0.0	0.0	73796.805	0.0	0.0	69900.23	0.0	0.0	0.0	66566.29	68745.46	0.0	0.0	75647.9	0.0	72611.09	46938.65	50137.27	0.0	
sp|Q9CZ30|OLA1_MOUSE	Q9CZ30	OLA1_MOUSE	Ola1	396	Mus musculus OX=10090	1:Experimental evidence at protein level	Obg-like ATPase 1	1.0	0.999	11	273	273	273	5	3	3	6	4	3	6	12	13	9	8	8	11	11	11	9	14	14	15	28	22	18	23	17	5	3	3	6	4	3	6	12	13	9	8	8	11	11	11	9	14	14	15	28	22	18	23	17	5	3	3	6	4	3	6	12	13	9	8	8	11	11	11	9	14	14	15	28	22	18	23	17	338094.25	336022.2	321598.84	344041.9	51581.65	272511.06	493542.06	570354.06	508487.12	536473.44	592877.8	472048.5	326282.6	186494.25	333194.12	258443.52	115877.555	338616.38	369721.56	484588.3	213577.22	434305.97	535115.2	376948.44	141241.86	146699.31	121431.9	134681.31	74882.25	148623.36	215711.81	196330.48	192129.45	239920.39	257593.48	200024.6	157995.22	171927.8	156176.77	160073.8	178764.31	158595.88	187930.66	213227.67	153647.62	212810.47	237130.88	187363.06	
sp|Q9CZ42|NNRD_MOUSE	Q9CZ42	NNRD_MOUSE	Naxd	343	Mus musculus OX=10090	1:Experimental evidence at protein level	ATP-dependent (S)-NAD(P)H-hydrate dehydratase	1.0	0.999	15	213	213	213	9	6	7	6	0	4	5	4	3	7	6	8	11	11	12	10	15	11	8	16	7	21	17	9	9	6	7	6	0	4	5	4	3	7	6	8	11	11	12	10	15	11	8	16	7	21	17	9	9	6	7	6	0	4	5	4	3	7	6	8	11	11	12	10	15	11	8	16	7	21	17	9	55024.582	79307.18	49915.176	53249.426	0.0	42526.25	195601.52	165655.69	142057.88	167563.38	137968.75	170898.69	158431.73	156484.95	167860.23	91232.47	113229.1	110693.69	109501.57	165592.11	107514.54	171372.69	188467.44	114120.76	91454.39	56718.957	82853.625	83674.55	0.0	71334.69	119810.914	103323.17	91168.55	100524.086	88773.04	104273.055	100701.4	99431.96	100413.54	78218.055	77499.81	80018.8	124282.78	90157.8	109425.03	82984.85	96184.22	121638.52	
sp|Q9CZ44|NSF1C_MOUSE	Q9CZ44	NSF1C_MOUSE	Nsfl1c	370	Mus musculus OX=10090	1:Experimental evidence at protein level	NSFL1 cofactor p47	1.0	0.999	16	328	328	328	12	9	11	7	12	8	17	9	14	12	9	24	14	12	16	21	16	21	9	20	15	11	16	13	12	9	11	7	12	8	17	9	14	12	9	24	14	12	16	21	16	21	9	20	15	11	16	13	12	9	11	7	12	8	17	9	14	12	9	24	14	12	16	21	16	21	9	20	15	11	16	13	207873.16	223101.5	301660.06	303223.56	349646.03	319373.22	319304.34	271533.06	294414.03	307346.78	281608.5	376054.6	321994.88	109762.19	360558.47	314180.97	356991.72	347095.38	366038.72	305714.8	464008.34	376677.03	165596.23	288154.03	157319.27	157767.14	187048.69	162530.11	246422.78	191372.95	152128.03	126864.375	136216.89	123466.484	130018.77	166690.55	178801.38	118418.945	182324.08	178792.84	178410.48	191598.27	179654.9	150520.66	226113.42	168222.16	129654.14	181229.12	
sp|Q9CZ57|NSUN4_MOUSE	Q9CZ57	NSUN4_MOUSE	Nsun4	381	Mus musculus OX=10090	1:Experimental evidence at protein level	5-methylcytosine rRNA methyltransferase NSUN4	0.8912	0.998	1	5	5	5	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	89969.64	0.0	0.0	0.0	115792.83	0.0	0.0	0.0	0.0	71254.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39971.887	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9CZ83|RM55_MOUSE	Q9CZ83	RM55_MOUSE	Mrpl55	127	Mus musculus OX=10090	1:Experimental evidence at protein level	39S ribosomal protein L55, mitochondrial	0.8155	0.9963	1	7	7	7	1	1	0	1	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	21744.107	33298.926	0.0	28454.87	0.0	45390.88	0.0	0.0	0.0	0.0	18079.143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9CZB0|C560_MOUSE	Q9CZB0	C560_MOUSE	Sdhc	169	Mus musculus OX=10090	1:Experimental evidence at protein level	Succinate dehydrogenase cytochrome b560 subunit, mitochondrial	1.0	0.999	9	186	186	186	1	3	3	3	2	1	6	7	11	10	7	7	9	16	6	13	7	12	12	8	8	9	13	12	1	3	3	3	2	1	6	7	11	10	7	7	9	16	6	13	7	12	12	8	8	9	13	12	1	3	3	3	2	1	6	7	11	10	7	7	9	16	6	13	7	12	12	8	8	9	13	12	105769.04	193716.38	158486.16	178377.11	59500.14	98103.84	275147.3	312131.06	303074.5	298087.28	118682.92	312102.12	310541.7	333642.7	298942.62	350015.75	318540.8	288080.06	265621.94	367486.66	201273.12	280538.72	377664.16	253169.53	0.0	109623.125	93531.67	104946.73	0.0	0.0	135230.22	160923.86	155651.42	145631.4	129069.2	151817.7	205480.61	197202.48	192502.61	212002.56	205647.27	189246.98	123965.82	164168.83	89905.234	137294.84	166623.06	129552.42	
